TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Utah Jazz,41.0,24.0,17.0,3.7,1.9,5.1,37.4,0.4,1.6,25.0,2.9,3.9,74.1,0.9,2.0,2.9,0.8,1.0,0.4,0.5,0.5,2.8,2.4,7.1,-1.0
Boston Celtics,48.0,23.0,25.0,3.5,2.4,6.0,40.1,0.7,1.8,38.8,2.2,2.7,80.9,1.0,2.2,3.3,1.5,1.2,0.6,0.3,0.3,2.3,2.0,7.7,0.1
Cleveland Cavaliers,48.0,23.0,25.0,3.9,2.5,6.5,38.3,0.4,1.5,28.8,2.4,3.0,80.7,1.0,2.5,3.5,1.3,0.9,0.7,0.3,0.5,2.5,2.2,7.9,0.5
Miami Heat,42.0,23.0,19.0,3.9,2.2,6.0,37.5,0.3,1.4,19.0,2.4,3.1,76.9,1.0,2.7,3.7,1.1,1.3,0.5,0.5,0.4,2.3,2.3,7.1,-0.7
Toronto Raptors,48.0,23.0,25.0,4.9,3.2,7.8,41.7,0.5,1.4,31.9,2.8,3.9,73.0,1.3,3.1,4.5,1.4,1.6,0.6,0.4,0.6,2.4,2.9,9.7,1.0
Dallas Mavericks,40.0,22.0,18.0,3.7,2.7,6.1,44.4,0.7,1.8,38.6,2.5,3.5,73.2,1.0,2.7,3.7,1.6,0.7,0.7,0.5,0.5,2.0,2.3,8.6,1.0
San Antonio Spurs,39.0,21.0,18.0,3.7,2.4,5.9,40.7,0.3,1.1,31.0,2.2,3.0,73.3,0.9,2.6,3.5,1.1,0.8,0.4,0.4,0.6,2.2,2.1,7.3,0.1
Houston Rockets,44.0,20.0,24.0,4.7,3.1,7.7,39.7,0.8,2.2,38.9,3.4,4.4,77.7,1.5,2.2,3.7,1.9,1.3,1.0,0.2,0.5,3.3,3.2,10.4,0.2
Phoenix Suns,48.0,20.0,28.0,3.6,2.5,5.9,41.8,0.6,1.6,35.1,2.9,3.7,79.5,1.1,2.5,3.6,1.4,1.1,0.5,0.4,0.4,2.4,2.6,8.4,1.3
Denver Nuggets,40.0,19.0,21.0,3.6,2.2,5.8,37.9,0.4,1.4,28.6,2.2,3.3,67.2,1.0,2.4,3.3,1.4,1.2,0.5,0.5,0.5,2.7,2.5,7.0,-1.0
Philadelphia 76ers,43.0,19.0,24.0,3.9,2.1,6.3,33.8,0.3,1.7,20.3,2.8,3.7,77.7,1.2,2.5,3.7,1.1,1.2,0.6,0.4,0.3,2.3,2.8,7.5,0.6
Seattle SuperSonics,42.0,19.0,23.0,3.9,2.3,5.8,40.5,0.7,1.9,37.5,3.5,4.7,75.3,1.2,2.3,3.5,1.2,1.1,0.6,0.5,0.3,2.3,2.8,8.9,-0.3
Golden State Warriors,44.0,18.0,26.0,4.2,3.1,6.7,45.8,0.5,1.5,35.8,2.6,3.5,74.3,1.0,3.3,4.4,1.6,1.0,0.5,0.5,0.3,2.5,2.6,9.3,1.4
Atlanta Hawks,47.0,17.0,30.0,4.5,3.0,7.3,40.6,0.8,2.2,35.3,3.4,4.5,77.1,1.2,2.9,4.1,1.5,1.1,0.9,0.4,0.4,2.3,3.2,10.1,1.6
Los Angeles Clippers,42.0,16.0,26.0,3.7,2.5,6.1,41.8,0.6,1.6,37.9,2.8,3.4,81.3,0.8,2.2,3.0,1.4,1.0,0.5,0.5,0.4,1.9,2.4,8.5,1.2
Chicago Bulls,43.0,15.0,28.0,4.3,2.8,6.8,40.5,0.6,1.9,32.5,2.5,3.3,74.3,1.0,2.8,3.8,1.7,1.1,0.8,0.5,0.3,2.2,2.6,8.6,1.4
New Jersey Nets,33.0,15.0,18.0,3.9,2.5,6.4,38.7,0.4,1.6,24.5,2.6,3.4,77.0,1.2,2.5,3.6,1.4,1.4,0.6,0.6,0.4,2.5,2.4,8.0,-0.1
Orlando Magic,42.0,15.0,27.0,3.8,2.7,6.5,41.0,0.5,1.7,28.8,2.2,3.0,72.8,1.0,2.4,3.4,1.7,0.9,0.6,0.5,0.4,2.2,2.3,8.0,0.5
Washington Wizards,39.0,14.0,25.0,4.0,2.7,6.8,39.4,0.5,1.7,28.8,3.7,4.5,82.3,1.4,2.7,4.1,1.4,0.8,0.9,0.3,0.5,2.1,2.8,9.5,1.5
