TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Oklahoma City Thunder,46.0,24.0,22.0,4.1,3.1,6.7,46.1,0.7,2.5,29.8,2.3,3.0,76.8,0.8,2.6,3.3,1.8,1.0,0.5,0.4,0.4,2.0,2.5,9.3,0.3
Denver Nuggets,43.0,22.0,21.0,4.2,2.9,6.7,42.4,0.7,2.4,26.7,2.6,3.5,73.8,0.7,2.4,3.2,1.3,1.1,0.6,0.4,0.3,2.5,2.5,8.9,0.0
Minnesota Timberwolves,42.0,22.0,20.0,4.2,2.9,6.7,42.7,0.9,2.6,33.9,2.8,3.2,85.3,0.8,2.6,3.5,1.6,0.8,0.5,0.3,0.5,2.5,2.3,9.4,0.1
Sacramento Kings,42.0,22.0,20.0,3.6,2.2,5.8,38.0,0.7,2.6,28.4,2.7,3.2,83.7,0.7,2.5,3.2,1.2,1.1,0.4,0.5,0.3,2.2,2.1,7.8,-0.4
Chicago Bulls,41.0,21.0,20.0,4.4,3.1,7.9,39.4,0.8,2.9,27.4,2.7,3.4,77.3,1.1,3.3,4.4,1.7,0.9,0.7,0.7,0.5,2.1,2.6,9.6,0.2
LA Clippers,41.0,21.0,20.0,3.2,2.7,5.4,49.8,0.8,1.9,42.1,2.1,2.7,78.4,0.8,2.3,3.1,1.5,1.0,0.4,0.3,0.3,1.9,1.8,8.3,0.9
Washington Wizards,45.0,21.0,24.0,4.1,3.0,6.8,43.5,0.8,2.8,30.2,2.6,3.4,75.8,0.9,3.2,4.2,1.6,1.4,0.5,0.6,0.3,2.5,2.4,9.4,0.4
Los Angeles Lakers,42.0,20.0,22.0,4.4,3.2,7.8,41.4,0.7,2.5,27.2,2.8,3.5,80.3,1.0,3.3,4.3,1.4,0.8,0.4,0.8,0.5,2.3,2.9,9.9,0.6
San Antonio Spurs,37.0,20.0,17.0,3.7,2.8,6.3,44.6,0.7,2.2,31.3,1.9,2.6,73.7,0.7,2.6,3.3,1.4,1.0,0.7,0.2,0.5,2.4,1.8,8.2,-0.5
Brooklyn Nets,50.0,19.0,31.0,3.9,3.0,6.7,44.3,0.6,1.7,34.9,2.7,3.5,77.3,0.9,2.7,3.6,1.1,1.0,0.6,0.7,0.4,2.1,2.6,9.3,0.9
Detroit Pistons,41.0,19.0,22.0,3.6,2.6,6.2,41.8,0.7,2.4,29.6,2.1,2.6,83.0,0.7,2.3,3.0,1.7,0.8,0.5,0.6,0.5,1.4,2.1,8.1,0.7
Golden State Warriors,29.0,19.0,10.0,3.8,2.4,6.5,37.6,0.8,2.4,31.0,2.8,3.5,80.2,1.0,2.6,3.6,1.4,0.8,0.5,0.3,0.8,2.2,2.2,8.4,-1.1
Atlanta Hawks,44.0,17.0,27.0,3.4,2.7,5.9,46.0,0.9,2.5,34.9,2.6,3.4,76.7,1.0,2.6,3.6,1.7,1.0,0.6,0.5,0.3,2.0,2.3,8.9,0.9
Charlotte Hornets,41.0,16.0,25.0,3.7,2.7,6.1,44.2,0.7,2.2,30.8,2.1,2.8,76.1,0.4,3.1,3.6,1.2,1.4,0.4,0.5,0.4,2.3,2.0,8.1,0.1
Phoenix Suns,38.0,16.0,22.0,3.0,2.4,5.7,42.2,0.7,1.7,40.9,1.7,2.4,69.6,1.0,2.0,3.0,1.3,0.7,0.5,0.4,0.5,1.8,1.8,7.2,1.0
Utah Jazz,29.0,16.0,13.0,3.7,2.6,6.4,40.9,0.7,1.9,34.5,2.2,3.1,70.0,1.1,2.7,3.8,1.4,1.1,0.6,0.6,0.6,2.2,2.0,8.1,-1.0
Orlando Magic,41.0,14.0,27.0,3.1,2.4,5.5,44.4,0.6,1.9,31.6,1.9,2.5,75.7,0.9,2.0,2.9,1.0,0.8,0.6,0.3,0.4,1.7,2.0,7.4,1.0
Dallas Mavericks,50.0,12.0,38.0,3.4,3.1,5.9,52.6,0.5,1.6,32.9,2.2,2.9,75.3,0.8,2.8,3.5,1.3,0.9,0.5,0.4,0.4,1.6,2.2,8.9,2.6
Memphis Grizzlies,41.0,12.0,29.0,3.6,2.3,5.5,41.8,0.6,2.1,28.7,2.4,3.3,71.9,0.7,2.7,3.4,1.2,1.3,0.5,0.3,0.3,2.0,2.1,7.6,1.0
New York Knicks,35.0,12.0,23.0,4.0,2.7,7.0,39.2,1.0,2.9,35.3,2.6,3.3,79.3,1.1,2.9,4.1,1.7,1.0,0.5,0.5,0.6,2.1,2.5,9.1,1.1
