TEAM,Games Played,Wins,Losses,Win Percentage,Minutes Played,Points,Field Goals Made,Field Goals Attempted,Field Goal Percentage,3 Point Field Goals Made,3 Point Field Goals Attempted,3 Point Field Goal Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Rebounds,Assists,Turnovers,Steals,Blocks,Blocks Against,Personal Fouls,Personal Fouls Drawn,Plus-Minus
Golden State Warriors,42.0,23.0,19.0,54.8,3.5,7.4,2.6,6.2,42.1,0.7,2.8,24.8,1.5,1.9,83.3,0.8,2.3,3.2,1.5,0.9,0.5,0.2,0.4,2.0,1.6,0.2
Philadelphia 76ers,45.0,24.0,21.0,53.3,4.0,8.8,2.8,6.4,43.9,0.8,2.2,36.0,2.4,3.1,75.7,0.8,2.7,3.4,1.5,0.8,0.4,0.5,0.4,2.1,2.2,0.3
Minnesota Timberwolves,38.0,20.0,18.0,52.6,3.3,7.3,2.3,5.6,41.5,0.8,2.6,31.3,1.9,2.5,76.6,0.6,2.1,2.7,1.0,0.8,0.4,0.6,0.3,1.8,1.8,0.1
Brooklyn Nets,42.0,22.0,20.0,52.4,3.9,9.1,2.9,6.9,41.9,0.8,2.6,29.6,2.5,3.2,78.9,1.1,2.7,3.8,1.6,0.7,0.5,0.4,0.3,2.0,2.4,0.9
Charlotte Hornets,37.0,19.0,18.0,51.4,4.4,9.9,3.3,7.9,41.8,1.2,3.7,32.1,2.1,2.6,80.2,0.8,2.6,3.4,2.2,0.8,0.5,0.3,0.5,2.5,1.9,-0.3
Cleveland Cavaliers,46.0,22.0,24.0,47.8,3.4,7.8,2.5,5.9,42.2,0.7,2.5,28.4,2.1,2.9,73.5,1.0,2.1,3.1,1.6,0.8,0.5,0.5,0.5,1.6,2.1,0.4
Atlanta Hawks,38.0,18.0,20.0,47.4,3.5,7.7,2.6,6.0,43.4,0.7,2.4,27.5,1.8,2.4,77.8,0.8,2.2,3.0,1.2,0.7,0.2,0.4,0.4,1.9,2.0,-0.7
Los Angeles Lakers,47.0,21.0,26.0,44.7,4.5,9.6,3.4,7.6,44.1,1.0,3.1,32.4,1.9,2.8,68.7,1.1,3.0,4.1,1.7,1.2,0.6,0.4,0.4,2.3,2.0,-0.4
New Orleans Pelicans,32.0,14.0,18.0,43.8,3.6,8.4,2.6,5.8,44.6,0.6,1.9,32.3,2.6,3.1,85.7,0.8,2.3,3.1,1.5,0.9,0.4,0.3,0.5,1.9,2.2,-0.7
Sacramento Kings,40.0,17.0,23.0,42.5,3.9,8.8,2.8,6.3,44.6,0.7,2.2,29.9,2.5,3.2,80.2,0.8,2.4,3.2,1.4,1.1,0.7,0.2,0.3,2.0,2.3,-0.2
Utah Jazz,40.0,17.0,23.0,42.5,3.5,7.9,2.6,6.2,41.5,0.9,2.9,29.9,1.9,2.7,69.4,0.9,2.3,3.2,1.4,0.8,0.4,0.3,0.3,2.0,2.0,-0.3
Portland Trail Blazers,33.0,14.0,19.0,42.4,3.2,7.7,2.5,6.2,39.7,0.6,2.4,25.6,2.2,2.6,83.9,1.2,2.1,3.4,1.3,0.9,0.7,0.2,0.4,1.7,2.0,0.2
Oklahoma City Thunder,38.0,16.0,22.0,42.1,3.9,9.2,3.0,6.8,44.2,0.9,2.7,31.7,2.3,3.1,75.4,0.7,2.7,3.4,1.7,0.9,0.5,0.3,0.5,2.2,2.1,-0.3
Houston Rockets,31.0,13.0,18.0,41.9,3.8,8.5,2.6,6.1,43.4,1.0,2.8,36.0,2.2,2.9,76.7,0.8,2.5,3.3,1.4,1.6,0.4,0.4,0.7,2.5,2.0,-0.8
Detroit Pistons,44.0,18.0,26.0,40.9,3.3,6.2,2.1,5.4,39.2,0.5,1.9,26.5,1.5,1.8,82.5,0.9,2.3,3.2,0.9,1.0,0.3,0.3,0.5,2.1,1.3,-1.5
New York Knicks,44.0,18.0,26.0,40.9,3.5,6.6,2.2,6.1,35.9,0.8,2.7,30.5,1.4,1.9,73.5,0.9,2.5,3.4,1.5,0.8,0.2,0.3,0.5,2.1,1.6,-1.7
Orlando Magic,33.0,13.0,20.0,39.4,3.8,7.9,2.4,6.0,39.2,0.5,2.4,22.8,2.6,3.2,82.9,0.7,3.3,4.0,1.0,1.1,0.3,0.5,0.5,1.9,2.2,-0.4
San Antonio Spurs,39.0,15.0,24.0,38.5,3.8,7.1,2.5,6.7,37.3,0.5,2.2,23.0,1.6,2.5,64.6,1.1,2.5,3.5,1.4,0.9,0.5,0.5,0.3,2.3,2.0,-1.6
Boston Celtics,35.0,13.0,22.0,37.1,4.7,9.9,3.2,8.0,40.1,0.7,2.7,26.9,2.7,3.2,86.5,0.8,3.1,3.9,1.6,1.1,0.7,0.5,0.9,2.6,2.4,-0.7
Indiana Pacers,45.0,11.0,34.0,24.4,4.1,7.7,2.5,7.3,34.5,0.8,3.1,24.3,1.9,2.6,73.0,1.2,2.6,3.8,1.2,1.0,0.5,0.5,0.4,2.3,1.9,-2.4
