TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
San Antonio Spurs,82.0,50.0,32.0,48.2,36.9,81.6,45.2,5.0,14.6,34.3,17.5,23.1,75.6,9.9,29.6,39.5,19.2,12.6,6.9,5.1,4.6,20.4,20.4,96.3,-5.1
Miami Heat,82.0,47.0,35.0,48.5,34.3,78.1,43.9,6.4,18.7,34.2,19.2,25.5,75.4,10.4,30.3,40.7,18.8,14.4,6.3,4.3,5.6,20.0,20.9,94.2,-2.3
Milwaukee Bucks,82.0,46.0,36.0,48.7,35.0,77.6,45.1,5.3,15.6,34.3,20.6,27.0,76.5,9.6,33.2,42.8,19.3,15.3,7.0,5.1,4.7,20.3,22.2,96.0,-1.7
Charlotte Bobcats,82.0,44.0,38.0,48.5,35.7,79.7,44.8,7.0,20.7,33.8,15.5,20.9,74.3,10.6,29.0,39.6,20.3,15.3,7.5,6.1,5.4,22.0,19.5,93.8,-1.5
Houston Rockets,82.0,42.0,40.0,48.5,39.5,83.0,47.5,6.0,16.4,36.4,17.9,23.4,76.4,10.7,32.1,42.8,20.9,14.7,7.3,6.5,3.9,22.4,20.9,102.7,0.4
Chicago Bulls,82.0,41.0,41.0,48.5,37.1,84.0,44.2,7.1,20.5,34.8,17.8,23.9,74.4,11.2,31.6,42.7,20.9,13.3,7.0,5.3,5.8,20.0,20.1,99.1,1.6
Memphis Grizzlies,82.0,40.0,42.0,48.5,40.0,83.5,47.8,7.0,19.7,35.4,17.1,22.7,75.5,11.1,28.6,39.7,22.9,14.2,7.7,6.1,4.9,22.4,20.2,104.0,1.5
Toronto Raptors,82.0,40.0,42.0,48.2,39.0,83.2,46.8,7.4,20.3,36.6,20.5,26.2,78.4,11.4,29.9,41.3,23.0,12.7,7.1,4.4,4.7,21.1,22.2,105.9,1.8
New Orleans Hornets,82.0,37.0,45.0,48.4,39.6,82.1,48.3,6.6,18.5,35.5,16.9,22.5,75.1,10.6,31.5,42.1,23.5,14.4,7.0,4.5,3.7,19.5,19.6,102.7,2.5
Indiana Pacers,82.0,32.0,50.0,48.1,38.0,83.8,45.3,6.2,17.1,36.3,21.6,28.6,75.6,11.8,34.8,46.6,20.7,15.0,8.0,5.0,5.4,20.8,22.5,103.8,3.0
Los Angeles Clippers,82.0,29.0,53.0,48.1,38.9,82.8,47.0,6.5,17.8,36.3,17.7,23.3,76.2,10.7,30.4,41.1,23.5,12.9,8.4,4.4,5.7,19.4,19.3,102.1,6.4
New York Knicks,82.0,29.0,53.0,48.5,40.9,84.2,48.6,6.7,19.2,35.2,17.4,23.1,75.4,11.7,33.2,44.9,21.0,14.4,7.1,4.5,3.7,19.2,20.0,105.9,3.8
Detroit Pistons,82.0,27.0,55.0,48.2,36.2,75.3,48.0,6.9,18.5,37.5,19.9,25.9,76.7,9.9,29.5,39.4,23.1,14.3,6.7,4.9,3.8,20.8,22.2,99.1,5.1
Philadelphia 76ers,82.0,27.0,55.0,48.3,37.9,80.2,47.2,7.4,18.8,39.3,18.5,24.2,76.6,10.8,30.1,41.0,22.1,14.5,7.6,4.0,5.4,18.7,20.5,101.6,3.9
Golden State Warriors,82.0,26.0,56.0,48.1,41.6,85.8,48.5,6.9,18.5,37.5,22.3,29.1,76.7,13.4,34.7,48.1,24.1,17.6,7.9,5.0,4.1,21.4,23.0,112.4,3.6
Washington Wizards,82.0,26.0,56.0,48.4,37.6,81.3,46.3,6.4,17.9,36.0,19.4,25.5,76.1,11.4,30.9,42.3,21.6,13.6,6.9,5.1,5.1,20.5,21.4,101.0,4.8
Sacramento Kings,82.0,25.0,57.0,48.5,39.0,83.3,46.9,6.1,17.0,35.7,20.3,26.2,77.4,11.1,31.0,42.0,20.5,13.7,7.1,5.7,4.5,20.1,22.3,104.4,4.4
Minnesota Timberwolves,82.0,15.0,67.0,48.2,40.8,84.9,48.0,7.5,20.6,36.6,18.7,24.2,77.4,11.2,32.2,43.4,25.6,14.3,8.8,5.4,3.7,20.6,20.7,107.8,9.6
New Jersey Nets,82.0,12.0,70.0,48.2,38.7,80.4,48.1,5.7,15.6,36.6,18.4,24.6,74.8,11.3,32.7,44.0,23.9,14.0,7.8,5.1,4.8,20.1,20.0,101.5,9.1
