,t1_general_traditional_WIN%,t1_general_traditional_+/-,t1_general_advanced_NetRtg,t1_general_advanced_eFG%,t1_general_advanced_PIE,t1_clutch-traditional_Win Percentage,t1_clutch-traditional_Points,t1_clutch-opponent_Opponent's Field Goal Percentage,t1_clutch-opponent_Opponent's Offensive Rebounds,t1_seed,t1_series_wins,t2_general_traditional_WIN%,t2_general_traditional_3PM,t2_general_traditional_STL,t2_general_traditional_+/-,t2_general_advanced_PIE,t2_general_advanced_POSS,t2_clutch-traditional_Win Percentage,t2_clutch-traditional_Free Throw Percentage,t2_clutch-traditional_Defensive Rebounds,t2_clutch-advanced_Net Rating,t2_clutch-advanced_Offensive Rebounding Percentage,t2_clutch-opponent_Opponent's Turnovers,t2_seed,t2_series_wins,outcome
238,89.0,10.8,10.6,56.3,56.7,88.2,10.6,32.3,1.0,1,4,67.10000000000001,8.3,7.4,7.3,54.6,8061.0,50.0,83.1,2.8,-6.4,36.3,0.8,3,3,1
239,69.5,6.0,6.3,52.4,52.8,57.6,9.4,40.3,0.8,1,4,89.0,13.1,8.4,10.8,56.7,8303.0,88.2,82.5,3.4,34.1,34.0,1.1,1,3,1
240,64.60000000000001,2.6,2.6,52.5,51.4,65.3,10.2,42.1,1.0,1,4,50.0,7.6,7.8,0.4,50.4,7919.0,54.8,91.7,2.4,7.4,32.6,1.0,8,2,1
241,62.2,3.2,3.1,54.7,51.0,63.9,10.0,43.5,0.7,2,4,51.2,8.6,8.2,-0.2,50.5,7989.0,57.9,77.0,2.7,-2.9,24.8,1.1,7,0,1
242,51.2,-0.2,-0.2,52.7,50.4,53.8,7.1,39.3,1.3,6,2,62.2,8.8,8.3,4.2,51.6,7867.0,51.0,73.8,2.8,12.3,34.2,0.9,3,4,0
243,52.400000000000006,-0.9,-0.7,50.4,50.6,59.1,9.3,39.1,1.0,5,2,59.8,9.2,8.5,1.8,51.1,8109.0,58.2,80.7,2.6,11.5,34.0,1.0,4,4,0
244,81.69999999999999,11.6,11.4,56.3,57.9,64.0,9.3,42.6,0.9,1,4,50.0,10.4,7.0,-0.5,49.3,8088.0,48.9,81.8,3.9,2.4,32.8,1.0,8,0,1
245,52.400000000000006,0.5,0.5,49.1,50.1,52.2,9.0,38.1,0.8,7,2,74.4,9.2,8.0,7.2,55.1,7832.0,67.4,77.7,2.6,21.5,31.8,1.3,2,4,0
246,67.10000000000001,5.8,5.7,54.5,51.6,56.1,7.4,42.7,1.0,3,4,57.3,8.4,7.9,0.8,49.9,8099.0,61.9,74.0,2.9,22.6,37.0,1.2,6,1,1
247,62.2,4.3,4.4,53.7,52.7,58.8,7.8,43.2,0.6,4,3,62.2,9.6,6.7,3.9,53.4,7579.0,60.0,76.5,2.4,11.9,29.6,0.7,5,4,0
248,62.2,3.2,3.1,54.7,51.0,63.9,10.0,43.5,0.7,2,4,62.2,8.8,8.3,4.2,51.6,7867.0,51.0,73.8,2.8,12.3,34.2,0.9,3,0,1
249,64.60000000000001,2.6,2.6,52.5,51.4,65.3,10.2,42.1,1.0,1,4,59.8,9.2,8.5,1.8,51.1,8109.0,58.2,80.7,2.6,11.5,34.0,1.0,4,3,1
250,81.69999999999999,11.6,11.4,56.3,57.9,64.0,9.3,42.6,0.9,1,4,62.2,9.6,6.7,3.9,53.4,7579.0,60.0,76.5,2.4,11.9,29.6,0.7,5,0,1
251,67.10000000000001,5.8,5.7,54.5,51.6,56.1,7.4,42.7,1.0,3,2,74.4,9.2,8.0,7.2,55.1,7832.0,67.4,77.7,2.6,21.5,31.8,1.3,2,4,0
252,81.69999999999999,11.6,11.4,56.3,57.9,64.0,9.3,42.6,0.9,1,4,74.4,9.2,8.0,7.2,55.1,7832.0,67.4,77.7,2.6,21.5,31.8,1.3,2,0,1
253,64.60000000000001,2.6,2.6,52.5,51.4,65.3,10.2,42.1,1.0,1,1,62.2,13.0,6.6,3.2,51.0,8019.0,63.9,75.6,2.6,10.9,30.4,0.8,2,4,0
254,62.2,3.2,3.1,54.7,51.0,63.9,10.0,43.5,0.7,2,1,81.69999999999999,12.0,9.6,11.6,57.9,8279.0,64.0,83.3,2.5,7.4,37.5,1.4,1,4,0
255,72.0,7.8,7.7,53.9,53.8,56.8,8.7,43.5,0.8,1,4,52.400000000000006,9.9,7.9,0.6,50.9,8087.0,46.7,75.0,2.9,-7.4,29.8,1.4,8,2,1
256,67.10000000000001,3.6,3.6,51.8,51.9,63.0,9.2,41.8,1.0,2,4,53.7,8.8,8.8,-0.3,50.2,8013.0,55.3,81.6,2.8,2.3,25.3,1.2,7,3,1
257,53.7,0.5,0.4,52.0,50.5,54.7,9.6,39.8,1.3,6,1,63.4,11.0,8.3,4.5,54.2,8299.0,57.8,71.4,2.7,13.9,30.6,0.9,3,4,0
258,61.0,0.9,1.0,54.7,50.2,66.7,8.8,41.1,0.6,4,4,58.5,9.0,8.8,1.4,50.9,7977.0,59.1,81.1,2.4,16.5,39.1,1.2,5,3,1
259,79.3,8.5,8.4,55.1,53.1,71.4,8.2,45.7,0.6,1,4,57.3,8.0,8.4,2.2,51.8,7985.0,52.4,77.4,2.5,-8.2,36.5,0.8,8,1,1
260,70.7,6.0,5.9,56.9,55.4,65.5,9.5,37.6,1.0,2,4,57.3,8.5,7.7,2.9,52.5,7867.0,54.1,79.5,2.4,0.8,29.7,1.0,7,1,1
261,58.5,1.3,1.1,54.1,52.5,60.0,10.4,39.2,1.1,6,4,59.8,10.3,7.0,2.6,51.0,7992.0,55.6,74.1,2.8,2.4,26.7,1.1,3,0,1
262,58.5,3.4,3.7,51.4,50.8,52.2,9.0,46.1,0.8,4,2,58.5,10.8,8.6,4.3,53.2,7951.0,55.2,81.5,2.6,8.2,28.2,1.1,5,4,0
263,70.7,6.0,5.9,56.9,55.4,65.5,9.5,37.6,1.0,2,4,58.5,10.2,8.0,1.3,52.5,8443.0,60.0,73.6,3.2,8.4,26.9,1.3,6,1,1
264,79.3,8.5,8.4,55.1,53.1,71.4,8.2,45.7,0.6,1,4,58.5,10.8,8.6,4.3,53.2,7951.0,55.2,81.5,2.6,8.2,28.2,1.1,5,1,1
265,67.10000000000001,3.6,3.6,51.8,51.9,63.0,9.2,41.8,1.0,2,4,63.4,11.0,8.3,4.5,54.2,8299.0,57.8,71.4,2.7,13.9,30.6,0.9,3,1,1
266,61.0,0.9,1.0,54.7,50.2,66.7,8.8,41.1,0.6,4,4,72.0,11.8,7.6,7.8,53.8,8104.0,56.8,78.2,2.5,-0.2,29.5,1.1,1,0,1
267,67.10000000000001,3.6,3.6,51.8,51.9,63.0,9.2,41.8,1.0,2,3,61.0,12.0,7.1,0.9,50.2,8114.0,66.7,74.8,2.5,15.3,33.3,0.7,4,4,0
268,70.7,6.0,5.9,56.9,55.4,65.5,9.5,37.6,1.0,2,4,79.3,15.3,8.5,8.5,53.1,8078.0,71.4,75.4,2.0,27.1,32.2,0.9,1,3,1
269,61.0,0.9,1.0,54.7,50.2,66.7,8.8,41.1,0.6,4,0,70.7,11.3,8.0,6.0,55.4,8251.0,65.5,81.3,2.9,8.8,21.2,0.8,2,4,0
270,50.0,-0.2,-0.3,50.9,48.2,47.6,9.6,46.7,0.7,8,0,73.2,13.5,7.5,8.9,55.3,8533.0,61.1,69.5,2.6,1.6,35.4,1.1,1,4,0
271,51.2,0.7,0.6,51.8,50.8,46.8,7.4,42.6,0.5,7,1,70.7,12.4,8.3,6.1,53.3,8334.0,60.5,82.7,2.7,7.5,33.3,1.5,2,4,0
272,51.2,-0.1,-0.1,52.0,49.2,54.5,9.8,41.3,1.3,6,1,62.2,10.8,7.4,2.7,52.9,8467.0,66.7,75.0,2.7,1.1,30.8,0.8,3,4,0
273,59.8,4.4,4.3,53.4,53.0,54.8,9.5,47.0,1.0,4,4,58.5,9.5,8.7,3.3,52.7,8097.0,56.1,80.6,2.1,13.3,28.3,0.7,5,0,1
274,69.5,6.5,6.5,56.5,54.6,57.1,9.2,39.5,1.1,1,4,58.5,10.0,6.8,0.9,50.5,8475.0,62.8,83.2,2.6,17.6,29.3,1.1,8,2,1
275,65.9,4.0,4.0,52.7,52.4,67.4,7.8,40.4,0.6,2,4,58.5,9.9,6.1,1.7,51.6,8162.0,60.0,84.5,2.7,1.2,25.3,0.8,7,3,1
276,59.8,3.4,3.4,51.4,50.6,47.8,8.9,44.7,1.0,6,1,64.60000000000001,11.0,6.7,4.2,52.1,8269.0,59.5,77.4,2.5,6.9,40.3,0.7,3,4,0
277,64.60000000000001,4.8,4.8,54.2,49.8,58.5,8.3,45.0,0.8,4,4,61.0,12.1,8.1,5.3,53.9,8308.0,45.5,80.2,2.4,3.1,40.0,0.8,5,1,1
278,59.8,4.4,4.3,53.4,53.0,54.8,9.5,47.0,1.0,4,1,73.2,13.5,7.5,8.9,55.3,8533.0,61.1,69.5,2.6,1.6,35.4,1.1,1,4,0
279,62.2,2.7,2.6,53.2,52.9,66.7,9.2,42.1,1.0,3,3,70.7,12.4,8.3,6.1,53.3,8334.0,60.5,82.7,2.7,7.5,33.3,1.5,2,4,0
280,69.5,6.5,6.5,56.5,54.6,57.1,9.2,39.5,1.1,1,4,64.60000000000001,16.1,8.5,4.8,49.8,8130.0,58.5,80.0,2.2,-2.9,34.0,0.8,4,2,1
281,65.9,4.0,4.0,52.7,52.4,67.4,7.8,40.4,0.6,2,3,64.60000000000001,11.0,6.7,4.2,52.1,8269.0,59.5,77.4,2.5,6.9,40.3,0.7,3,4,0
282,73.2,8.9,8.6,55.0,55.3,61.1,9.5,46.4,0.7,1,2,70.7,12.4,8.3,6.1,53.3,8334.0,60.5,82.7,2.7,7.5,33.3,1.5,2,4,0
283,69.5,6.5,6.5,56.5,54.6,57.1,9.2,39.5,1.1,1,4,64.60000000000001,11.0,6.7,4.2,52.1,8269.0,59.5,77.4,2.5,6.9,40.3,0.7,3,0,1
284,69.5,6.5,6.5,56.5,54.6,57.1,9.2,39.5,1.1,1,2,70.7,12.4,8.3,6.1,53.3,8334.0,60.5,82.7,2.7,7.5,33.3,1.5,2,4,0
285,76.7,10.1,9.4,55.2,56.2,70.8,8.3,37.2,0.4,1,4,45.2,11.1,8.2,-1.0,49.6,7255.0,41.2,74.3,2.8,-8.2,26.7,1.0,8,1,1
286,48.6,-0.6,-0.5,52.0,50.0,50.0,10.5,41.2,1.0,7,0,73.6,13.8,8.8,6.2,53.0,7328.0,67.6,78.8,2.5,20.0,29.3,1.2,2,4,0
287,66.7,6.3,6.3,53.1,53.1,54.8,8.7,40.6,0.8,3,4,58.9,11.6,8.0,2.4,52.3,7304.0,59.1,86.3,2.1,2.8,29.7,0.8,6,0,1
288,61.6,2.0,1.9,53.4,52.0,61.1,9.3,38.2,1.1,4,0,60.3,13.4,7.5,2.9,52.5,7306.0,50.0,72.3,2.6,-14.0,30.1,0.9,5,4,0
289,73.2,5.8,5.6,54.2,53.9,66.7,8.9,40.6,0.6,1,4,47.3,12.9,6.3,-1.1,48.6,7519.0,59.5,79.8,2.4,6.8,25.0,1.1,8,1,1
290,57.3,4.9,4.8,54.5,52.1,41.5,8.6,41.5,1.0,7,2,68.10000000000001,12.4,7.1,6.4,53.2,7396.0,59.4,74.5,2.6,8.3,35.2,0.9,2,4,0
291,63.0,2.1,2.2,53.5,51.7,64.4,9.5,42.7,0.9,3,4,61.1,13.4,6.1,2.5,51.3,7169.0,68.3,77.7,2.8,9.7,26.7,0.8,6,3,1
292,61.1,3.0,2.7,53.7,49.4,59.4,9.2,35.2,1.0,4,4,61.1,10.7,7.6,2.0,51.9,7218.0,66.7,84.2,2.9,24.4,31.6,1.4,5,3,1
293,66.7,6.3,6.3,53.1,53.1,54.8,8.7,40.6,0.8,3,4,73.6,13.8,8.8,6.2,53.0,7328.0,67.6,78.8,2.5,20.0,29.3,1.2,2,3,1
294,60.3,2.9,2.7,54.7,52.5,50.0,9.1,44.5,1.1,5,4,76.7,13.8,7.2,10.1,56.2,7739.0,70.8,81.3,2.4,14.8,38.1,0.9,1,1,1
295,63.0,2.1,2.2,53.5,51.7,64.4,9.5,42.7,0.9,3,4,68.10000000000001,12.4,7.1,6.4,53.2,7396.0,59.4,74.5,2.6,8.3,35.2,0.9,2,3,1
296,61.1,3.0,2.7,53.7,49.4,59.4,9.2,35.2,1.0,4,1,73.2,11.0,8.6,5.8,53.9,7211.0,66.7,69.0,2.4,6.4,29.9,1.3,1,4,0
297,66.7,6.3,6.3,53.1,53.1,54.8,8.7,40.6,0.8,3,2,60.3,13.4,7.5,2.9,52.5,7306.0,50.0,72.3,2.6,-14.0,30.1,0.9,5,4,0
298,63.0,2.1,2.2,53.5,51.7,64.4,9.5,42.7,0.9,3,1,73.2,11.0,8.6,5.8,53.9,7211.0,66.7,69.0,2.4,6.4,29.9,1.3,1,4,0
299,73.2,5.8,5.6,54.2,53.9,66.7,8.9,40.6,0.6,1,4,60.3,13.4,7.5,2.9,52.5,7306.0,50.0,72.3,2.6,-14.0,30.1,0.9,5,2,1
300,55.60000000000001,0.0,-0.1,54.6,50.9,52.9,7.1,40.0,1.1,6,0,63.9,14.4,8.1,5.9,53.3,7423.0,46.4,79.1,2.9,1.6,23.0,0.8,3,4,0
301,58.3,2.3,2.3,55.0,51.0,54.5,7.5,45.5,0.8,5,3,65.3,14.3,7.1,6.2,53.0,7036.0,47.1,87.1,1.8,-5.5,32.6,0.5,4,4,0
302,50.0,1.5,1.2,54.3,50.1,39.5,7.8,43.1,0.7,7,1,66.7,14.2,6.7,4.5,53.2,7280.0,67.5,85.5,2.6,9.5,25.4,1.0,2,4,0
303,65.3,4.9,4.8,55.7,52.5,58.1,11.4,44.5,1.2,3,4,58.3,15.7,6.9,1.8,49.3,7137.0,64.9,84.2,2.6,27.4,33.8,1.0,6,2,1
