TEAM,Games Played,Wins,Losses,Win Percentage,Minutes Played,Points,Field Goals Made,Field Goals Attempted,Field Goal Percentage,3 Point Field Goals Made,3 Point Field Goals Attempted,3 Point Field Goal Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Rebounds,Assists,Turnovers,Steals,Blocks,Blocks Against,Personal Fouls,Personal Fouls Drawn,Plus-Minus
Cleveland Cavaliers,48.0,23.0,25.0,47.9,3.9,7.4,2.3,5.9,38.9,0.2,0.8,20.0,2.6,3.6,73.3,1.0,2.7,3.7,1.2,1.1,0.5,0.5,0.3,2.2,0.0,-0.5
Toronto Raptors,48.0,23.0,25.0,47.9,4.9,8.7,3.0,7.9,37.5,0.5,1.8,28.7,2.3,2.9,79.6,1.4,2.8,4.1,1.5,1.3,0.7,0.6,0.4,2.9,0.0,-1.0
Denver Nuggets,40.0,19.0,21.0,47.5,3.6,8.0,2.3,6.4,36.2,0.4,1.6,23.4,2.9,3.8,77.0,1.5,2.7,4.1,1.4,1.0,0.7,0.5,0.5,2.5,0.1,1.0
Houston Rockets,44.0,20.0,24.0,45.5,4.7,10.2,3.2,6.7,48.0,0.5,1.5,29.4,3.3,4.2,78.1,0.9,3.0,3.9,1.8,1.8,0.6,0.5,0.2,3.2,0.0,-0.2
New Jersey Nets,33.0,15.0,18.0,45.5,3.9,8.1,2.4,6.1,39.3,0.4,1.6,25.9,2.9,3.7,79.3,0.9,2.7,3.6,1.5,1.3,1.0,0.4,0.6,2.4,0.0,0.1
Milwaukee Bucks,53.0,24.0,29.0,45.3,3.7,7.7,2.3,6.1,37.3,0.3,1.3,22.5,2.8,3.5,81.0,0.9,2.7,3.6,1.3,1.1,0.5,0.4,0.5,2.3,0.0,-0.3
Seattle SuperSonics,42.0,19.0,23.0,45.2,3.9,9.3,2.9,6.4,45.5,1.0,2.5,37.7,2.5,3.2,78.4,0.9,2.4,3.3,1.8,0.9,0.6,0.3,0.5,2.8,0.0,0.3
Philadelphia 76ers,43.0,19.0,24.0,44.2,3.9,6.9,2.0,5.5,37.1,0.3,1.3,20.4,2.5,3.3,76.1,0.7,2.7,3.4,1.1,1.3,0.6,0.3,0.4,2.8,0.0,-0.6
Phoenix Suns,48.0,20.0,28.0,41.7,3.6,7.1,2.1,5.8,35.7,0.5,1.6,27.8,2.6,3.5,73.2,1.1,2.0,3.1,1.0,0.9,0.6,0.4,0.4,2.6,0.0,-1.3
Golden State Warriors,44.0,18.0,26.0,40.9,4.2,7.9,2.5,7.2,35.0,0.6,1.9,32.1,2.2,3.5,63.6,1.5,2.7,4.2,1.2,0.9,0.6,0.3,0.5,2.6,0.0,-1.4
Los Angeles Clippers,42.0,16.0,26.0,38.1,3.7,7.2,2.4,5.9,39.9,0.3,1.1,24.4,2.3,3.0,75.4,1.3,2.4,3.7,1.3,1.2,0.5,0.4,0.5,2.4,0.0,-1.2
Atlanta Hawks,47.0,17.0,30.0,36.2,4.5,8.5,2.8,7.1,39.4,0.6,2.1,29.0,2.3,2.9,78.3,1.1,2.7,3.8,1.5,1.7,0.6,0.4,0.4,3.2,0.0,-1.6
Washington Wizards,39.0,14.0,25.0,35.9,4.0,8.0,2.5,6.3,38.9,0.5,1.6,30.6,2.6,3.3,76.9,1.2,2.3,3.5,1.1,1.4,0.4,0.5,0.3,2.8,0.0,-1.5
Orlando Magic,42.0,15.0,27.0,35.7,3.8,7.5,2.2,5.8,38.4,0.4,1.4,30.0,2.6,3.5,75.2,1.0,2.7,3.7,1.2,1.0,0.5,0.4,0.5,2.3,0.0,-0.5
Chicago Bulls,43.0,15.0,28.0,34.9,4.3,7.2,2.3,6.2,36.9,0.3,1.4,24.6,2.3,3.3,69.5,0.9,3.0,3.8,1.5,1.3,0.6,0.3,0.5,2.6,0.0,-1.4
