TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Miami Heat,40.0,23.0,17.0,3.4,1.9,5.3,36.3,0.4,1.7,22.1,2.0,2.4,80.4,0.8,2.4,3.2,0.7,0.9,0.4,0.3,0.4,1.9,1.6,6.2,-1.2
New Orleans Pelicans,44.0,23.0,21.0,3.7,2.6,6.2,42.5,0.6,2.1,29.3,2.0,2.5,81.5,0.8,2.4,3.2,1.3,0.8,0.3,0.7,0.6,2.0,1.8,7.9,-0.1
Phoenix Suns,47.0,22.0,25.0,4.4,3.0,7.8,38.6,0.7,2.2,30.5,3.0,3.9,76.6,1.1,2.7,3.9,1.4,1.4,0.7,0.3,0.4,2.9,3.0,9.7,0.4
Toronto Raptors,43.0,22.0,21.0,4.3,3.0,7.2,42.4,0.9,2.5,33.9,2.6,3.7,71.1,1.3,2.6,3.9,1.7,1.1,0.4,0.5,0.3,2.4,2.4,9.6,0.6
Orlando Magic,50.0,21.0,29.0,3.4,2.4,5.8,40.8,0.6,1.9,32.3,2.2,2.8,78.3,1.0,2.3,3.3,1.5,1.0,0.5,0.4,0.4,1.8,1.9,7.5,0.4
Washington Wizards,42.0,21.0,21.0,4.8,3.5,8.3,41.7,0.8,2.4,34.0,2.4,3.0,79.4,1.2,3.5,4.7,1.8,1.1,0.7,0.6,0.4,2.6,2.4,10.1,1.2
Boston Celtics,45.0,20.0,25.0,3.9,2.7,6.2,43.9,0.4,1.7,25.3,3.0,3.7,80.7,0.9,2.6,3.5,1.1,1.0,0.4,0.7,0.3,2.2,2.6,8.9,0.0
Cleveland Cavaliers,33.0,20.0,13.0,3.7,2.2,5.6,39.1,0.5,1.9,28.1,2.5,3.1,81.6,1.0,2.3,3.3,1.3,1.1,0.4,0.3,0.3,2.5,2.1,7.5,-1.2
Milwaukee Bucks,43.0,20.0,23.0,4.5,3.0,7.3,41.4,0.7,2.5,26.4,2.3,3.1,74.8,1.1,3.2,4.3,1.7,1.2,0.6,0.5,0.5,2.4,2.4,9.0,0.5
Oklahoma City Thunder,42.0,19.0,23.0,3.9,2.5,6.5,38.3,0.6,2.0,32.9,2.4,3.2,75.2,0.7,3.1,3.8,1.3,1.0,0.4,0.4,0.6,1.8,2.5,8.0,0.0
San Antonio Spurs,38.0,19.0,19.0,4.5,3.1,7.7,40.3,0.6,2.1,28.4,2.2,2.7,80.4,1.0,3.1,4.2,1.5,1.1,0.8,0.4,0.5,2.5,2.2,9.0,-0.2
Sacramento Kings,41.0,18.0,23.0,3.5,2.5,6.0,42.2,0.6,1.8,32.9,2.4,3.1,77.3,1.0,2.0,3.0,1.2,0.7,0.5,0.4,0.3,2.2,2.2,8.0,1.1
Charlotte Hornets,41.0,17.0,24.0,4.4,2.8,7.1,39.4,0.7,2.1,31.0,2.7,3.4,79.4,1.0,3.3,4.2,1.6,1.0,0.4,0.5,0.5,2.3,2.4,9.0,1.0
Utah Jazz,41.0,17.0,24.0,3.4,2.3,6.0,38.7,0.4,1.6,25.8,2.3,3.0,77.0,0.9,2.2,3.1,1.2,0.8,0.6,0.5,0.4,2.4,1.9,7.4,0.1
Detroit Pistons,40.0,15.0,25.0,3.7,2.5,5.7,43.6,0.5,1.4,38.9,3.0,3.9,75.6,0.9,2.9,3.8,1.4,1.3,0.3,0.6,0.4,2.1,2.7,8.4,1.0
Los Angeles Lakers,46.0,15.0,31.0,4.5,3.0,7.3,41.2,0.7,2.0,32.6,3.6,4.8,74.3,1.3,3.3,4.7,1.6,1.0,0.7,0.5,0.5,2.3,3.0,10.2,1.2
Denver Nuggets,38.0,14.0,24.0,4.2,3.4,7.3,46.4,0.8,2.1,38.3,2.4,3.2,75.4,1.1,2.9,3.9,1.9,1.0,0.6,0.4,0.6,1.9,2.3,10.0,0.9
New York Knicks,40.0,14.0,26.0,4.2,2.7,6.4,42.7,0.4,1.7,22.7,3.2,4.0,78.3,0.9,2.6,3.5,1.3,1.1,0.6,0.5,0.4,2.0,2.8,9.0,1.1
Minnesota Timberwolves,39.0,12.0,27.0,4.2,3.0,7.4,40.8,0.6,2.1,28.0,3.1,3.8,82.3,1.4,2.4,3.8,1.3,0.9,0.6,0.5,0.4,2.3,3.0,9.7,0.8
Philadelphia 76ers,36.0,12.0,24.0,3.9,2.7,6.7,40.4,0.5,1.6,33.3,2.3,3.2,71.1,1.0,2.7,3.6,1.5,1.2,0.7,0.5,0.6,2.0,2.3,8.2,1.3
