TEAM,Games Played,Wins,Losses,Win Percentage,Minutes Played,Points,Field Goals Made,Field Goals Attempted,Field Goal Percentage,3 Point Field Goals Made,3 Point Field Goals Attempted,3 Point Field Goal Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Rebounds,Assists,Turnovers,Steals,Blocks,Blocks Against,Personal Fouls,Personal Fouls Drawn,Plus-Minus
Sacramento Kings,39.0,19.0,20.0,48.7,3.6,8.4,2.8,6.8,42.0,0.9,3.0,30.5,1.8,2.2,81.6,0.8,2.0,2.8,1.3,0.7,0.5,0.4,0.4,2.5,2.0,-0.3
Cleveland Cavaliers,29.0,13.0,16.0,44.8,4.6,9.8,3.2,7.9,40.9,1.1,2.7,40.3,2.2,2.9,78.3,1.4,3.2,4.7,1.8,1.4,0.3,0.6,0.7,2.1,2.2,-0.3
Memphis Grizzlies,30.0,13.0,17.0,43.3,3.2,7.5,2.6,6.1,43.4,0.5,2.1,22.6,1.8,2.4,74.6,0.9,2.4,3.3,1.3,1.1,0.3,0.4,0.4,2.2,1.7,-1.3
Phoenix Suns,37.0,16.0,21.0,43.2,3.5,8.9,2.6,6.1,43.8,0.6,2.3,27.1,3.0,3.5,86.2,0.8,2.6,3.4,1.5,0.9,0.6,0.3,0.6,2.5,2.3,-0.3
Dallas Mavericks,41.0,17.0,24.0,41.5,4.0,8.6,2.7,7.0,38.2,0.9,3.6,25.7,2.3,3.3,70.9,1.0,3.0,3.9,1.4,1.0,0.3,0.4,0.5,2.3,2.6,-0.4
New York Knicks,34.0,14.0,20.0,41.2,4.0,8.7,3.0,7.1,42.0,0.6,2.1,30.1,2.1,2.8,72.9,1.4,2.8,4.2,1.5,1.0,0.7,0.5,0.6,2.6,2.1,-0.3
Orlando Magic,34.0,14.0,20.0,41.2,3.6,7.5,2.5,6.4,39.8,0.8,2.7,29.7,1.6,2.2,74.3,0.7,2.8,3.5,1.6,1.2,0.5,0.4,0.4,2.1,1.7,-0.7
San Antonio Spurs,45.0,18.0,27.0,40.0,3.9,8.9,3.1,7.1,43.6,0.8,2.4,34.6,1.9,2.7,71.7,0.7,2.6,3.3,1.5,0.8,0.4,0.4,0.5,2.3,2.1,-0.5
Washington Wizards,35.0,14.0,21.0,40.0,3.0,6.3,1.9,5.2,35.7,0.6,2.0,30.0,2.0,2.3,84.1,0.8,1.8,2.7,1.1,0.6,0.4,0.2,0.5,1.9,1.8,-1.5
Atlanta Hawks,34.0,13.0,21.0,38.2,3.8,7.6,2.4,6.7,36.4,0.7,2.7,25.0,2.1,2.7,77.2,1.1,2.6,3.7,1.1,1.0,0.6,0.4,0.8,2.1,1.8,-0.9
Chicago Bulls,38.0,13.0,25.0,34.2,3.1,6.7,2.0,5.1,39.6,0.9,2.4,35.9,1.9,2.2,85.5,0.7,1.7,2.3,1.1,0.8,0.4,0.2,0.5,2.1,1.7,-1.7
Detroit Pistons,30.0,10.0,20.0,33.3,4.0,7.2,2.6,7.0,37.3,0.7,2.3,28.6,1.4,1.8,74.5,0.9,2.7,3.6,1.3,1.0,0.3,0.4,0.4,2.3,1.5,-2.4
Minnesota Timberwolves,33.0,11.0,22.0,33.3,3.4,7.3,2.2,5.7,38.8,0.5,2.3,23.7,2.4,3.1,77.2,1.1,2.5,3.6,1.0,0.7,0.5,0.3,0.5,2.1,1.9,-1.2
New Orleans Pelicans,41.0,13.0,28.0,31.7,3.5,6.7,2.2,6.0,36.6,0.7,2.4,28.0,1.6,2.6,63.2,0.8,2.4,3.2,1.1,0.6,0.4,0.4,0.3,2.2,1.9,-2.5
Golden State Warriors,27.0,8.0,19.0,29.6,3.7,8.3,2.6,6.4,41.0,1.0,3.0,31.7,2.1,2.5,83.6,1.0,2.3,3.3,1.5,1.0,0.4,0.5,0.5,2.8,1.6,-2.0
