TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Denver Nuggets,82.0,44.0,38.0,48.6,37.4,82.5,45.4,6.5,18.0,35.8,18.8,25.5,73.6,11.8,30.1,41.9,23.9,16.1,7.1,5.3,5.6,23.3,22.7,100.1,-0.2
Sacramento Kings,82.0,44.0,38.0,48.4,37.2,82.0,45.4,5.6,16.0,35.1,17.2,23.1,74.7,11.6,30.5,42.1,21.1,14.6,8.0,4.9,3.6,23.0,20.4,97.3,-1.5
Washington Wizards,82.0,42.0,40.0,48.4,36.8,79.0,46.5,6.1,16.8,36.3,20.2,27.1,74.5,11.8,30.2,42.0,21.5,16.2,6.5,4.2,4.1,25.3,22.6,99.8,-1.9
Chicago Bulls,82.0,41.0,41.0,48.5,33.8,79.5,42.6,6.1,17.4,35.1,23.4,30.1,77.7,10.7,31.0,41.7,20.1,15.0,7.5,5.1,4.2,23.0,24.9,97.2,-0.6
Indiana Pacers,82.0,41.0,41.0,48.1,34.5,79.3,43.5,4.5,13.2,34.3,18.4,25.1,73.3,11.8,29.5,41.3,18.5,13.6,8.1,4.9,5.0,22.0,22.2,92.0,-1.9
Utah Jazz,82.0,41.0,41.0,48.5,33.3,74.1,44.9,6.0,15.8,37.8,22.4,30.1,74.6,10.6,27.3,37.9,18.4,14.2,8.1,5.6,6.0,25.7,24.8,95.0,2.6
Milwaukee Bucks,82.0,40.0,42.0,48.4,36.2,77.8,46.6,6.0,16.9,35.4,20.4,27.3,74.7,10.1,30.2,40.3,22.5,14.4,7.4,5.0,3.3,23.6,23.2,98.8,1.0
New Orleans/Oklahoma City Hornets,82.0,38.0,44.0,48.3,35.2,76.7,45.9,6.7,18.1,36.7,18.7,24.6,76.0,10.5,30.5,41.0,19.3,14.6,6.4,5.3,3.8,23.3,21.8,95.6,2.8
Philadelphia 76ers,82.0,38.0,44.0,48.5,37.8,81.7,46.3,6.1,17.3,35.1,19.6,25.7,76.2,11.9,30.9,42.8,23.0,15.5,7.7,4.7,4.9,23.1,20.9,101.3,2.0
Orlando Magic,82.0,36.0,46.0,48.5,35.0,77.2,45.4,5.6,15.7,35.7,20.4,27.9,73.2,11.1,27.3,38.4,20.0,13.4,7.5,4.7,4.4,23.2,23.3,96.0,1.1
Seattle SuperSonics,82.0,35.0,47.0,48.4,39.0,80.4,48.5,6.6,17.6,37.5,20.9,27.5,76.0,12.2,28.2,40.5,24.1,14.6,7.3,4.9,3.7,22.2,23.6,105.6,3.0
Golden State Warriors,82.0,34.0,48.0,48.4,37.2,81.4,45.7,5.7,16.3,35.1,19.8,26.7,74.3,12.0,32.5,44.5,22.3,15.3,7.0,5.0,4.3,23.4,23.7,99.8,1.4
Houston Rockets,82.0,34.0,48.0,48.4,33.0,77.0,42.9,6.6,17.9,36.9,19.0,26.0,73.1,10.7,30.2,40.9,20.1,13.3,7.1,4.5,3.9,20.9,22.7,91.7,1.6
Boston Celtics,82.0,33.0,49.0,48.5,35.9,78.8,45.6,5.4,15.4,35.3,22.3,30.0,74.3,11.1,28.9,40.0,21.5,14.8,8.4,4.9,5.1,22.4,24.8,99.5,1.5
Minnesota Timberwolves,82.0,33.0,49.0,48.4,34.8,79.0,44.1,5.5,15.0,36.4,18.6,25.3,73.6,11.9,29.4,41.3,19.0,13.9,6.6,4.6,5.7,21.2,23.0,93.6,1.9
Toronto Raptors,82.0,27.0,55.0,48.7,38.6,78.6,49.1,6.2,16.6,37.3,20.7,27.6,74.8,10.2,31.0,41.1,23.6,14.2,6.3,4.4,3.3,22.4,24.0,104.0,3.0
Atlanta Hawks,82.0,26.0,56.0,48.5,37.5,78.5,47.8,5.4,14.7,36.8,21.6,28.9,74.5,12.0,28.5,40.4,20.6,15.0,7.3,5.1,4.8,22.6,25.0,102.0,4.8
Charlotte Bobcats,82.0,26.0,56.0,48.5,37.4,78.2,47.8,5.6,15.7,35.6,20.5,27.9,73.7,11.5,32.5,44.0,22.9,17.9,7.0,5.4,4.3,23.5,23.9,100.9,4.0
New York Knicks,82.0,23.0,59.0,48.6,36.2,77.5,46.7,6.9,18.2,37.8,22.8,30.2,75.3,10.8,27.8,38.6,21.3,14.1,8.2,5.3,3.3,25.4,26.3,102.0,6.4
Portland Trail Blazers,82.0,21.0,61.0,48.1,37.0,78.9,46.8,6.1,15.9,38.1,18.3,24.0,76.0,12.5,29.8,42.4,21.2,12.9,7.2,4.9,5.3,20.8,22.3,98.3,9.5
