TEAM,Games Played,Wins,Losses,Win Percentage,Minutes Played,Points,Field Goals Made,Field Goals Attempted,Field Goal Percentage,3 Point Field Goals Made,3 Point Field Goals Attempted,3 Point Field Goal Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Rebounds,Assists,Turnovers,Steals,Blocks,Blocks Against,Personal Fouls,Personal Fouls Drawn,Plus-Minus
Houston Rockets,47.0,24.0,23.0,51.1,4.2,8.6,2.6,6.4,39.6,0.5,2.1,23.7,3.0,3.9,77.9,1.5,2.7,4.2,1.3,1.1,0.4,0.4,0.5,2.2,2.6,0.2
Charlotte Bobcats,48.0,24.0,24.0,50.0,4.4,8.5,2.7,7.0,38.2,0.7,2.2,31.4,2.5,3.1,78.7,1.3,2.5,3.9,1.2,1.1,0.5,0.5,0.5,2.4,2.3,-0.1
Miami Heat,38.0,19.0,19.0,50.0,4.7,9.7,3.1,7.6,41.5,0.7,2.4,28.9,2.7,3.6,77.0,1.3,3.2,4.5,1.6,1.1,0.7,0.6,0.4,2.8,2.6,-0.4
Oklahoma City Thunder,45.0,21.0,24.0,46.7,4.2,7.8,2.4,6.5,36.1,0.4,1.4,24.6,2.7,3.4,81.5,1.1,2.7,3.8,1.0,1.3,0.5,0.5,0.6,2.2,2.5,-0.5
San Antonio Spurs,41.0,19.0,22.0,46.3,3.4,7.1,2.1,5.7,36.9,0.4,1.8,24.3,2.5,3.0,83.1,1.0,2.2,3.1,1.0,0.8,0.4,0.3,0.5,2.4,2.0,-0.5
New York Knicks,44.0,19.0,25.0,43.2,4.3,8.8,3.0,7.1,42.4,0.7,2.3,28.2,2.1,2.8,74.2,1.0,2.7,3.7,1.4,1.1,0.5,0.4,0.4,2.1,2.3,-0.1
Detroit Pistons,47.0,20.0,27.0,42.6,3.5,7.0,2.1,5.7,35.9,0.3,1.1,25.9,2.6,3.7,70.3,1.1,2.1,3.2,1.0,0.5,0.6,0.3,0.4,2.5,2.3,-0.6
Washington Wizards,46.0,18.0,28.0,39.1,4.1,8.0,2.6,6.5,40.3,0.4,1.7,22.8,2.3,3.2,72.6,1.3,2.8,4.1,1.1,1.3,0.3,0.6,0.4,2.8,2.4,-0.9
Indiana Pacers,35.0,13.0,22.0,37.1,3.0,4.9,1.6,4.5,35.3,0.3,1.4,24.5,1.5,1.9,75.0,0.6,2.0,2.6,0.8,0.9,0.3,0.3,0.4,1.9,1.3,-1.5
Sacramento Kings,49.0,16.0,33.0,32.7,3.9,7.4,2.5,6.3,40.3,0.4,1.3,32.8,1.9,2.8,66.9,1.2,2.3,3.6,1.3,0.9,0.3,0.4,0.5,2.2,2.1,-1.6
Minnesota Timberwolves,37.0,12.0,25.0,32.4,3.3,6.5,2.2,5.3,41.3,0.4,1.1,31.0,1.8,2.3,76.5,1.0,1.8,2.8,0.9,0.7,0.4,0.2,0.4,2.1,1.7,-1.1
Philadelphia 76ers,45.0,14.0,31.0,31.1,4.0,7.3,2.4,6.2,38.8,0.6,2.1,30.1,1.9,2.8,67.5,1.0,2.5,3.5,1.2,1.1,0.5,0.3,0.3,2.7,1.9,-1.7
Golden State Warriors,41.0,12.0,29.0,29.3,3.6,7.1,2.2,5.8,37.7,0.5,2.0,24.4,2.3,3.0,76.6,0.7,2.1,2.8,0.9,1.0,0.5,0.3,0.5,2.8,1.8,-2.3
New Jersey Nets,28.0,6.0,22.0,21.4,3.9,6.5,2.0,5.9,34.5,0.4,1.4,25.6,2.1,2.9,72.8,0.9,2.4,3.2,1.0,0.9,0.5,0.4,0.6,2.7,2.3,-2.1
