TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Cleveland Cavaliers,46.0,22.0,24.0,3.4,2.3,5.8,39.7,0.6,2.1,29.2,2.1,2.5,86.7,0.8,2.2,3.0,1.2,0.9,0.5,0.5,0.5,2.1,1.6,7.3,-0.4
Dallas Mavericks,38.0,22.0,16.0,3.4,2.6,5.2,49.7,0.8,2.1,39.2,1.4,2.2,67.1,0.7,2.1,2.8,1.3,0.7,0.3,0.1,0.2,1.7,1.7,7.5,0.3
Los Angeles Lakers,47.0,21.0,26.0,4.5,3.5,7.7,45.3,1.0,3.0,34.0,2.1,2.8,74.2,1.0,3.0,4.0,1.9,1.1,0.7,0.4,0.4,2.0,2.3,10.1,0.4
Memphis Grizzlies,32.0,21.0,11.0,3.9,2.7,6.7,40.2,0.7,2.4,28.6,2.0,2.5,80.0,1.0,2.5,3.5,1.5,1.1,0.4,0.6,0.7,2.3,2.0,8.1,-1.4
Minnesota Timberwolves,38.0,20.0,18.0,3.3,2.5,5.8,42.7,0.7,2.3,28.7,1.6,2.3,70.5,0.9,2.3,3.3,1.6,0.9,0.3,0.3,0.6,1.8,1.8,7.2,-0.1
Charlotte Hornets,37.0,19.0,18.0,4.4,3.3,7.2,45.9,0.9,2.8,34.3,2.7,3.5,76.7,1.2,3.3,4.5,1.8,1.2,0.3,0.5,0.3,1.9,2.5,10.2,0.3
Atlanta Hawks,38.0,18.0,20.0,3.5,2.8,5.9,47.1,0.7,2.1,34.6,2.2,2.7,80.6,0.8,2.3,3.1,1.6,0.5,0.5,0.4,0.4,2.0,1.9,8.4,0.7
Detroit Pistons,44.0,18.0,26.0,3.3,2.4,6.1,40.1,0.8,2.6,30.1,2.1,2.6,81.7,1.1,2.2,3.3,1.3,0.6,0.5,0.5,0.3,1.3,2.1,7.8,1.5
New York Knicks,44.0,18.0,26.0,3.5,2.6,5.8,44.5,0.9,2.5,35.1,2.3,3.1,74.1,0.8,2.7,3.5,1.5,0.5,0.5,0.5,0.3,1.6,2.1,8.3,1.7
Sacramento Kings,40.0,17.0,23.0,3.9,3.1,6.5,47.1,0.8,2.5,32.7,2.0,2.7,72.5,0.8,2.4,3.1,1.4,1.1,0.6,0.3,0.2,2.3,2.0,9.0,0.2
Utah Jazz,40.0,17.0,23.0,3.5,2.7,5.9,45.8,0.7,2.4,28.7,2.1,2.7,77.8,0.7,2.6,3.3,1.5,1.0,0.4,0.3,0.3,2.0,2.0,8.2,0.3
Oklahoma City Thunder,38.0,16.0,22.0,3.9,3.1,7.4,42.3,0.9,2.9,32.1,2.3,2.9,77.5,1.3,2.8,4.2,1.6,1.0,0.6,0.5,0.3,2.1,2.2,9.5,0.3
San Antonio Spurs,39.0,15.0,24.0,3.8,2.7,6.7,40.5,0.6,2.3,24.4,2.7,3.3,80.8,1.3,2.9,4.2,1.2,1.1,0.6,0.3,0.5,2.0,2.3,8.7,1.6
New Orleans Pelicans,32.0,14.0,18.0,3.6,3.0,6.2,48.7,0.9,2.5,37.0,2.2,2.7,80.5,0.6,2.2,2.8,1.7,0.6,0.4,0.5,0.3,2.2,1.9,9.1,0.7
Portland Trail Blazers,33.0,14.0,19.0,3.2,2.3,5.1,45.8,0.7,2.1,32.9,2.1,2.7,79.5,0.6,2.1,2.7,1.3,1.1,0.5,0.4,0.2,2.0,1.7,7.5,-0.2
Boston Celtics,35.0,13.0,22.0,4.7,3.4,7.9,42.6,1.1,3.5,30.1,2.8,3.5,80.2,1.0,3.7,4.7,1.9,1.3,0.5,0.9,0.5,2.4,2.6,10.6,0.7
Houston Rockets,31.0,13.0,18.0,3.8,3.0,7.1,42.5,0.8,2.8,29.5,2.4,3.4,69.8,1.3,2.2,3.5,1.5,0.8,0.8,0.7,0.4,2.0,2.5,9.3,0.8
Orlando Magic,33.0,13.0,20.0,3.8,2.8,7.2,38.8,0.8,2.9,28.4,1.9,2.6,73.6,1.0,2.7,3.6,1.5,0.7,0.5,0.5,0.5,2.2,1.9,8.3,0.4
Indiana Pacers,45.0,11.0,34.0,4.1,3.3,7.1,45.8,0.9,2.6,34.8,2.6,3.2,81.4,1.0,3.0,4.0,1.5,1.1,0.5,0.4,0.5,1.9,2.3,10.0,2.4
