TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Boston Celtics,40.0,20.0,20.0,5.5,3.6,8.9,40.7,0.6,2.5,24.5,2.7,3.6,73.8,1.5,4.1,5.6,2.0,1.8,0.8,0.5,0.4,2.8,2.7,10.5,0.3
Cleveland Cavaliers,49.0,20.0,29.0,3.9,2.9,6.5,44.3,0.7,2.1,35.3,3.0,3.9,75.1,1.0,2.4,3.4,1.8,1.1,0.6,0.6,0.3,2.0,2.9,9.4,0.8
Philadelphia 76ers,42.0,19.0,23.0,3.1,2.0,5.0,39.6,0.5,1.7,29.6,1.7,2.3,75.0,0.9,2.2,3.1,1.1,0.7,0.5,0.4,0.2,1.4,1.8,6.2,0.2
Toronto Raptors,48.0,19.0,29.0,4.4,3.2,7.1,44.9,0.9,2.2,39.0,3.0,3.9,75.1,1.1,3.4,4.5,1.6,0.8,0.4,0.7,0.4,2.3,2.8,10.2,2.4
Phoenix Suns,45.0,18.0,27.0,3.5,2.2,5.4,41.2,0.4,1.4,27.7,2.3,2.9,78.0,0.8,2.1,2.9,1.1,1.0,0.5,0.4,0.3,1.8,2.0,7.2,0.5
Los Angeles Clippers,32.0,17.0,15.0,4.0,3.0,6.2,48.5,0.7,1.6,44.2,2.8,3.4,81.7,0.5,1.9,2.4,1.9,1.0,0.5,0.2,0.7,2.8,2.5,9.5,-0.1
Sacramento Kings,38.0,17.0,21.0,3.9,2.8,6.4,43.6,0.4,1.6,26.2,2.7,3.7,72.7,1.0,2.7,3.7,1.6,1.1,0.6,0.7,0.4,2.0,2.3,8.7,0.8
Charlotte Bobcats,40.0,16.0,24.0,4.0,2.4,6.1,39.9,0.6,1.9,32.5,2.7,3.2,83.6,0.9,2.7,3.6,1.4,1.3,0.5,0.6,0.6,2.4,2.4,8.2,0.2
Minnesota Timberwolves,41.0,16.0,25.0,3.3,2.4,5.2,46.0,0.3,1.0,30.2,2.2,2.9,76.9,0.7,2.3,3.0,1.0,1.1,0.4,0.4,0.4,1.9,2.0,7.3,0.7
Washington Wizards,53.0,16.0,37.0,3.9,2.5,6.2,40.5,0.6,1.7,37.4,2.5,3.5,71.2,0.9,2.8,3.6,1.2,1.0,0.5,0.4,0.5,2.0,2.5,8.1,1.9
New Orleans Hornets,43.0,15.0,28.0,3.6,2.8,6.1,45.6,0.8,1.8,41.8,2.7,3.2,82.0,0.9,2.5,3.4,1.6,0.5,0.6,0.5,0.5,1.3,2.4,9.0,2.3
Detroit Pistons,38.0,13.0,25.0,3.9,2.5,6.1,41.4,0.6,1.8,35.8,2.9,3.7,77.9,0.9,2.6,3.5,1.2,1.0,0.8,0.4,0.3,2.0,2.5,8.6,0.9
Orlando Magic,43.0,12.0,31.0,3.8,2.9,6.9,41.7,0.5,1.7,30.7,2.7,3.5,77.6,1.2,2.9,4.0,1.5,0.7,0.6,0.7,0.3,1.5,2.5,9.0,1.9
