TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Toronto Raptors,44.0,23.0,21.0,4.1,2.5,6.3,39.4,0.4,1.5,26.6,2.3,3.6,61.9,0.9,2.6,3.5,1.2,1.0,0.5,0.4,0.4,2.2,2.6,7.6,-0.1
Boston Celtics,49.0,22.0,27.0,4.2,2.5,6.3,39.9,0.4,1.4,31.4,3.1,4.0,77.6,1.1,2.7,3.8,1.3,1.3,0.7,0.4,0.3,2.9,2.7,8.6,0.4
Charlotte Hornets,45.0,22.0,23.0,4.2,2.6,6.1,41.8,0.4,1.4,32.8,2.4,3.2,74.8,0.8,2.6,3.3,1.6,1.1,0.4,0.4,0.3,2.6,2.2,7.9,0.3
Cleveland Cavaliers,43.0,20.0,23.0,4.0,2.1,6.1,34.7,0.3,1.3,22.8,2.9,3.5,82.8,1.1,2.5,3.6,1.2,1.2,0.5,0.6,0.5,2.7,2.6,7.4,0.0
Dallas Mavericks,35.0,19.0,16.0,3.7,2.3,5.7,40.3,0.3,1.4,24.0,3.3,4.3,76.2,1.3,2.8,4.1,1.3,1.0,0.3,0.4,0.4,2.6,2.7,8.3,-0.1
Atlanta Hawks,47.0,18.0,29.0,3.4,1.9,5.2,35.8,0.3,1.3,25.8,3.0,3.7,80.0,1.0,2.0,3.0,1.1,0.6,0.5,0.6,0.4,1.9,2.3,7.0,1.0
Los Angeles Clippers,42.0,17.0,25.0,5.1,3.5,8.0,43.6,0.7,1.9,39.7,3.4,4.5,75.7,1.3,2.8,4.1,2.0,1.3,0.8,0.6,0.8,3.0,3.4,11.1,1.4
Detroit Pistons,43.0,16.0,27.0,3.7,2.7,6.4,41.5,0.5,1.6,32.4,2.1,2.9,74.8,1.0,2.6,3.6,1.4,0.8,0.5,0.5,0.4,2.7,2.3,8.0,1.1
New Jersey Nets,40.0,15.0,25.0,3.3,2.1,5.1,41.4,0.4,1.4,28.1,3.0,4.1,72.8,0.9,2.4,3.2,1.3,1.0,0.5,0.4,0.5,2.0,2.7,7.6,0.9
Vancouver Grizzlies,40.0,14.0,26.0,3.6,2.4,5.4,44.9,0.5,1.1,42.2,2.6,3.6,73.9,1.0,1.9,2.9,1.3,1.0,0.7,0.6,0.3,2.3,2.6,8.0,0.7
Chicago Bulls,47.0,13.0,34.0,3.8,2.6,5.8,44.3,0.4,1.1,33.3,3.0,4.1,74.1,1.1,2.5,3.6,1.5,0.8,0.5,0.4,0.5,1.8,2.8,8.6,1.5
Golden State Warriors,38.0,13.0,25.0,3.6,2.4,5.7,42.8,0.4,1.4,31.5,2.9,3.7,79.9,1.0,2.3,3.3,1.4,1.0,0.7,0.5,0.4,1.9,2.7,8.2,1.9
Washington Wizards,39.0,13.0,26.0,3.7,2.3,5.5,41.7,0.6,1.6,36.1,2.7,3.6,74.3,0.9,2.4,3.3,1.1,1.0,0.5,0.4,0.4,2.4,2.4,7.8,0.3
San Antonio Spurs,30.0,12.0,18.0,4.5,3.0,7.4,40.7,0.7,2.0,35.6,2.6,3.3,77.8,1.1,3.2,4.3,1.6,1.0,0.4,0.7,0.2,3.4,2.2,9.3,0.1
