TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Toronto Raptors,82.0,48.0,34.0,48.4,39.0,84.4,46.2,12.4,34.9,35.4,16.8,21.2,78.9,10.3,33.7,44.0,25.3,15.8,6.7,5.1,4.6,19.1,19.6,107.1,-2.3
Chicago Bulls,82.0,46.0,36.0,48.1,41.4,87.4,47.4,11.7,32.0,36.6,17.4,21.9,79.5,9.3,33.9,43.2,25.0,13.1,7.1,5.0,4.1,18.2,18.8,112.0,0.4
Minnesota Timberwolves,82.0,46.0,36.0,48.2,40.2,87.4,46.0,13.1,37.3,35.0,19.8,25.4,78.0,11.0,34.9,45.9,26.2,16.3,7.2,4.8,5.6,20.9,21.8,113.3,-2.6
Brooklyn Nets,82.0,44.0,38.0,48.2,40.7,90.2,45.2,12.5,36.3,34.5,18.1,23.0,78.8,11.3,32.8,44.1,23.8,13.3,7.9,4.9,5.5,19.7,20.4,112.1,-0.8
Cleveland Cavaliers,82.0,44.0,38.0,48.1,39.5,87.2,45.2,11.7,33.2,35.3,15.0,19.4,77.4,10.5,32.4,42.9,24.1,13.4,8.4,4.6,4.2,20.0,17.5,105.7,-2.1
Atlanta Hawks,82.0,43.0,39.0,48.1,41.9,89.0,47.1,12.8,35.2,36.4,15.8,19.9,79.2,10.2,33.6,43.9,25.4,12.8,7.0,4.5,4.2,20.3,18.7,112.4,-1.6
Charlotte Hornets,82.0,43.0,39.0,48.5,42.0,90.1,46.6,14.0,38.7,36.2,16.9,22.1,76.3,11.4,35.6,47.0,26.5,15.0,7.5,4.6,4.9,19.6,19.9,114.9,-0.4
LA Clippers,82.0,42.0,40.0,48.2,40.8,90.6,45.0,11.7,33.9,34.5,15.2,19.6,77.5,12.0,35.1,47.1,24.1,13.6,7.7,4.1,5.0,18.5,18.6,108.4,0.0
New York Knicks,82.0,37.0,45.0,48.2,38.5,86.0,44.7,12.7,37.0,34.2,17.0,22.3,76.4,9.3,34.3,43.6,24.2,12.7,7.0,4.6,4.9,20.4,20.4,106.6,0.1
New Orleans Pelicans,82.0,36.0,46.0,48.2,40.3,85.5,47.1,13.0,35.5,36.5,16.8,21.4,78.6,9.3,32.5,41.8,24.9,14.2,7.4,4.8,4.0,20.5,19.7,110.3,1.0
Washington Wizards,82.0,35.0,47.0,48.4,41.3,88.9,46.4,11.5,31.8,36.1,18.0,22.3,80.7,10.2,34.0,44.2,23.7,11.9,7.3,4.2,5.0,19.9,18.8,112.0,3.4
San Antonio Spurs,82.0,34.0,48.0,48.3,42.5,91.2,46.6,12.1,33.6,36.0,16.0,20.9,76.7,11.4,35.4,46.8,24.0,13.8,7.3,4.9,4.9,18.9,18.1,113.0,-0.1
Los Angeles Lakers,82.0,33.0,49.0,48.7,42.6,90.5,47.0,12.6,35.8,35.2,17.4,23.3,74.7,11.0,35.6,46.6,26.3,14.0,8.3,4.1,5.2,20.1,20.2,115.1,3.0
Sacramento Kings,82.0,30.0,52.0,48.3,43.4,90.6,47.9,13.0,34.9,37.2,15.9,20.5,77.6,10.6,35.3,45.8,25.3,13.5,8.1,4.8,4.5,20.3,18.9,115.8,5.5
Portland Trail Blazers,82.0,27.0,55.0,48.1,41.1,85.9,47.9,13.8,37.1,37.1,19.1,24.6,77.7,9.8,35.0,44.7,26.6,14.0,8.2,5.0,4.5,19.4,21.1,115.1,8.9
Indiana Pacers,82.0,25.0,57.0,48.5,42.5,88.0,48.3,12.0,32.3,37.2,17.9,22.5,79.7,10.2,33.0,43.1,25.1,13.3,8.1,4.9,5.6,19.2,20.4,114.9,3.5
Oklahoma City Thunder,82.0,24.0,58.0,48.3,41.4,90.5,45.8,13.6,38.7,35.3,15.3,19.9,77.1,11.0,37.3,48.4,26.1,13.2,8.5,6.0,4.6,17.8,18.3,111.8,8.1
Detroit Pistons,82.0,23.0,59.0,48.2,40.6,86.0,47.3,11.8,32.5,36.2,19.5,25.1,77.7,10.3,35.9,46.3,25.1,14.6,7.4,5.2,4.8,19.8,21.9,112.5,7.7
Orlando Magic,82.0,22.0,60.0,48.2,40.8,89.0,45.8,13.2,36.3,36.3,17.4,22.6,77.2,10.4,36.8,47.1,24.8,13.2,8.0,5.2,4.5,18.3,19.7,112.2,8.0
Houston Rockets,82.0,20.0,62.0,48.2,43.4,89.9,48.3,12.8,36.2,35.3,18.5,23.7,78.2,11.2,34.5,45.7,25.6,14.1,9.5,5.8,4.7,22.1,20.6,118.2,8.5
