TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Chicago Bulls,82.0,45.0,37.0,48.4,35.4,80.1,44.3,5.5,16.0,34.6,16.5,22.3,73.9,11.0,30.1,41.1,18.8,13.7,7.3,5.8,5.1,19.6,19.7,92.9,-0.3
Houston Rockets,82.0,45.0,37.0,48.2,38.8,85.5,45.4,8.1,21.9,36.8,16.8,21.6,77.6,10.7,31.0,41.6,22.7,14.8,8.5,6.1,4.4,20.4,20.3,102.5,-3.5
Los Angeles Lakers,82.0,45.0,37.0,48.2,39.7,87.6,45.3,7.5,21.0,35.7,14.2,19.4,73.2,11.5,31.1,42.7,23.4,12.9,8.5,4.8,5.2,23.1,17.9,101.0,-1.2
Atlanta Hawks,82.0,44.0,38.0,48.4,37.5,83.2,45.0,7.6,19.9,37.9,15.0,19.7,76.3,11.3,32.4,43.7,22.3,15.2,8.4,4.3,4.5,18.8,18.0,97.5,-0.4
Utah Jazz,82.0,43.0,39.0,48.5,36.6,79.9,45.8,6.8,18.5,37.0,18.0,23.8,75.7,11.0,29.8,40.8,20.6,14.7,7.8,5.9,6.3,20.4,21.3,98.1,0.1
Boston Celtics,81.0,41.0,40.0,49.0,36.1,82.0,44.1,6.8,19.9,34.2,17.7,23.9,74.0,11.4,32.1,43.6,21.6,15.3,7.8,4.7,4.5,19.4,21.2,96.7,0.2
Dallas Mavericks,82.0,41.0,41.0,48.7,37.4,84.0,44.5,7.8,21.8,35.9,19.1,25.4,75.3,12.0,33.6,45.6,22.0,14.7,8.5,4.1,5.5,18.9,20.7,101.7,0.6
Milwaukee Bucks,82.0,38.0,44.0,48.4,38.4,84.7,45.4,6.5,18.5,34.8,17.0,22.5,75.9,12.4,33.6,46.0,23.1,16.0,8.0,4.4,6.7,19.1,19.0,100.4,1.5
Philadelphia 76ers,82.0,34.0,48.0,48.2,36.8,81.0,45.4,6.7,19.2,34.9,16.2,21.4,76.0,11.0,33.0,44.0,22.8,14.3,7.2,4.8,4.7,16.2,18.4,96.5,3.3
Toronto Raptors,82.0,34.0,48.0,48.7,36.2,79.2,45.8,6.7,18.4,36.1,19.6,26.2,74.7,10.7,31.0,41.7,21.9,14.3,7.0,4.7,4.8,20.1,22.4,98.7,1.5
Portland Trail Blazers,82.0,33.0,49.0,48.4,39.3,83.0,47.4,6.4,18.7,34.0,15.7,20.6,76.1,11.0,31.4,42.4,23.7,13.1,8.4,4.4,4.3,18.7,18.5,100.7,3.2
Minnesota Timberwolves,82.0,31.0,51.0,48.1,38.0,81.2,46.8,7.0,19.0,36.9,15.2,20.1,75.2,10.6,31.5,42.1,22.3,15.9,8.1,5.9,4.7,22.5,18.4,98.1,2.4
Detroit Pistons,82.0,29.0,53.0,48.3,37.3,81.2,45.9,7.4,20.4,36.0,16.9,22.2,76.2,11.1,30.7,41.8,22.4,13.7,8.4,5.8,4.9,19.9,19.8,98.8,4.0
Washington Wizards,82.0,29.0,53.0,48.4,35.9,81.7,44.0,7.1,20.5,34.9,16.8,22.8,73.8,11.0,33.2,44.2,21.5,14.5,7.8,4.4,4.6,19.1,20.5,95.8,2.5
Sacramento Kings,82.0,28.0,54.0,48.4,39.3,83.3,47.2,7.6,21.5,35.5,18.9,24.1,78.3,11.9,31.7,43.6,25.1,14.7,7.6,6.3,4.2,20.0,20.9,105.1,4.9
New Orleans Hornets,82.0,27.0,55.0,48.2,37.0,78.5,47.1,7.7,20.6,37.4,16.3,21.5,75.9,10.2,29.2,39.3,23.4,13.2,7.9,6.0,5.4,18.7,20.4,97.9,3.9
Phoenix Suns,82.0,25.0,57.0,48.3,38.8,82.6,47.0,6.9,17.9,38.8,17.1,22.6,75.7,11.7,31.7,43.4,22.8,15.3,8.3,5.1,5.3,18.4,20.6,101.6,6.5
Cleveland Cavaliers,82.0,24.0,58.0,48.1,37.9,79.6,47.6,7.4,20.0,37.2,17.9,24.2,73.9,10.8,31.3,42.1,23.9,15.2,7.6,6.8,4.1,19.7,21.2,101.2,4.7
Charlotte Bobcats,82.0,21.0,61.0,48.3,38.8,82.5,47.1,8.7,22.5,38.8,16.2,21.8,74.7,11.8,32.3,44.1,25.3,14.0,6.9,6.9,5.8,21.3,19.0,102.7,9.2
Orlando Magic,82.0,20.0,62.0,48.2,38.6,83.4,46.3,7.5,21.0,35.9,16.3,22.1,73.8,10.8,31.9,42.8,23.7,12.4,7.2,5.2,4.4,16.5,19.4,101.1,7.0
