TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
LA Clippers,42.0,25.0,17.0,4.0,2.7,7.0,39.4,0.7,2.1,33.3,3.0,3.9,77.9,1.3,2.7,4.0,1.4,1.1,0.4,0.2,0.6,2.9,2.5,9.2,-0.5
Miami Heat,43.0,25.0,18.0,4.1,2.7,6.6,40.5,0.5,1.7,26.7,2.4,3.1,78.4,0.8,2.7,3.5,1.1,1.1,0.3,0.4,0.6,2.7,2.1,8.3,-1.4
Atlanta Hawks,44.0,24.0,20.0,3.8,2.5,6.5,39.3,0.6,1.9,30.6,2.3,3.1,74.5,1.0,2.8,3.9,1.3,1.0,0.6,0.6,0.5,2.3,2.2,8.0,-0.6
Portland Trail Blazers,42.0,23.0,19.0,3.3,2.6,5.8,44.7,0.8,1.8,41.6,2.1,2.7,77.2,0.9,2.5,3.3,1.3,0.9,0.2,0.5,0.5,2.1,1.9,8.0,-0.1
Charlotte Hornets,42.0,22.0,20.0,3.7,2.4,6.5,36.7,0.5,2.3,24.0,2.0,2.6,78.9,1.0,2.5,3.5,1.3,0.9,0.4,0.6,0.4,2.4,1.8,7.4,-1.3
Oklahoma City Thunder,44.0,22.0,22.0,3.9,2.9,6.9,41.6,0.9,2.2,40.8,2.8,3.6,78.6,1.1,2.7,3.8,1.2,0.8,0.6,0.5,0.7,2.0,2.4,9.5,0.5
San Antonio Spurs,30.0,21.0,9.0,3.5,2.1,5.4,38.3,0.6,2.1,30.2,1.7,2.2,80.0,0.6,2.1,2.7,1.2,0.9,0.5,0.4,0.6,1.9,1.4,6.5,-1.8
Milwaukee Bucks,40.0,20.0,20.0,4.0,2.7,6.6,40.5,0.9,2.8,30.9,2.4,3.3,74.0,0.8,2.6,3.4,1.5,1.1,0.7,0.4,0.7,2.7,2.5,8.6,0.2
Minnesota Timberwolves,50.0,20.0,30.0,4.1,3.0,7.3,41.0,0.8,2.7,29.1,2.8,3.5,80.0,1.0,2.6,3.7,1.4,1.0,0.4,0.6,0.4,2.5,2.7,9.6,0.8
Cleveland Cavaliers,33.0,19.0,14.0,4.3,2.9,7.2,40.3,0.7,2.4,27.8,2.7,3.3,80.7,0.8,2.9,3.7,1.6,1.2,0.5,0.7,0.4,2.7,2.5,9.2,-0.3
Orlando Magic,44.0,19.0,25.0,4.5,2.8,7.5,36.7,0.6,2.5,24.3,3.2,4.1,77.5,1.3,3.3,4.5,1.1,1.0,0.6,0.9,0.4,2.2,2.9,9.4,0.3
New Orleans Pelicans,46.0,18.0,28.0,3.7,2.8,6.1,45.7,0.7,2.3,31.7,2.8,3.7,76.6,0.8,2.3,3.1,1.2,0.9,0.7,0.4,0.3,2.2,2.4,9.2,0.8
Sacramento Kings,43.0,18.0,25.0,3.5,2.5,6.0,42.2,0.8,2.3,33.3,2.7,3.4,80.1,0.9,2.5,3.4,1.2,1.0,0.7,0.2,0.3,2.3,2.5,8.5,1.1
Washington Wizards,34.0,16.0,18.0,3.8,2.8,6.5,43.2,0.8,2.2,35.1,2.6,3.4,77.6,1.0,2.9,3.8,1.6,1.3,0.4,0.2,0.3,2.1,2.4,9.0,0.0
Brooklyn Nets,41.0,15.0,26.0,3.4,2.7,5.7,46.4,0.6,1.8,30.7,2.0,2.9,71.8,0.7,2.3,3.0,1.4,0.8,0.6,0.3,0.3,1.7,2.1,7.9,0.8
New York Knicks,41.0,15.0,26.0,4.0,3.0,6.9,44.1,0.6,2.0,31.0,3.0,4.0,73.3,0.8,2.7,3.5,1.3,0.7,0.4,0.4,0.6,2.0,2.7,9.6,1.0
Utah Jazz,42.0,14.0,28.0,4.9,4.0,8.2,48.0,0.9,2.3,39.8,3.5,4.4,79.8,1.1,3.1,4.2,1.7,1.1,0.6,0.5,0.6,2.2,3.0,12.3,2.2
Phoenix Suns,39.0,12.0,27.0,3.2,2.6,5.3,49.5,0.7,1.6,45.3,2.8,3.6,77.9,0.8,2.1,2.9,1.4,1.0,0.6,0.4,0.3,1.5,2.4,8.8,2.5
Los Angeles Lakers,33.0,11.0,22.0,3.5,2.8,5.9,46.9,0.5,1.8,27.1,2.8,3.3,82.7,0.8,2.2,2.9,1.7,0.7,0.3,0.2,0.3,2.0,2.2,8.8,0.7
Philadelphia 76ers,35.0,5.0,30.0,3.8,2.8,6.1,46.2,0.7,1.8,35.9,3.5,4.3,81.9,0.8,3.0,3.8,1.4,0.8,0.8,0.4,0.3,1.6,3.0,9.7,3.6
