TEAM,Games Played,Wins,Losses,Win Percentage,Minutes Played,Points,Field Goals Made,Field Goals Attempted,Field Goal Percentage,3 Point Field Goals Made,3 Point Field Goals Attempted,3 Point Field Goal Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Rebounds,Assists,Turnovers,Steals,Blocks,Blocks Against,Personal Fouls,Personal Fouls Drawn,Plus-Minus
Denver Nuggets,47.0,25.0,22.0,53.2,3.0,6.7,2.1,4.5,45.8,0.5,1.3,37.7,2.1,2.8,75.2,0.5,2.0,2.5,1.2,0.9,0.5,0.3,0.4,2.0,2.0,0.1
Miami Heat,42.0,22.0,20.0,52.4,3.4,8.4,2.2,5.4,41.6,0.5,1.7,32.4,3.4,4.1,82.6,0.7,2.0,2.7,0.8,0.6,0.4,0.3,0.1,2.0,2.8,1.1
Orlando Magic,43.0,22.0,21.0,51.2,4.0,9.1,3.0,6.7,45.0,0.9,2.4,37.5,2.1,3.1,67.4,1.3,2.5,3.8,1.2,1.2,0.5,0.5,0.2,2.7,2.0,0.3
Phoenix Suns,47.0,24.0,23.0,51.1,4.7,10.4,3.3,7.8,42.1,1.1,3.1,34.2,2.7,3.2,86.6,1.1,2.8,3.9,2.0,1.3,0.4,0.4,0.4,3.0,2.5,0.1
Los Angeles Clippers,45.0,22.0,23.0,48.9,3.4,7.7,2.4,5.5,43.5,0.6,1.8,33.8,2.3,3.0,75.9,1.1,2.1,3.2,1.4,1.0,0.5,0.5,0.3,2.0,2.0,0.0
Golden State Warriors,44.0,21.0,23.0,47.7,3.6,8.7,2.8,6.2,44.9,0.8,2.0,36.7,2.4,3.0,78.9,0.8,2.2,3.0,1.3,0.8,0.6,0.2,0.4,2.5,2.1,-0.4
Memphis Grizzlies,44.0,21.0,23.0,47.7,4.7,9.8,3.2,7.3,43.9,0.4,1.3,27.1,3.1,4.3,71.8,1.2,2.8,4.0,1.3,1.3,0.6,0.5,0.6,2.7,2.8,-0.9
Milwaukee Bucks,47.0,22.0,25.0,46.8,4.1,7.7,2.3,6.3,36.6,0.5,1.5,30.6,2.6,3.3,80.0,0.9,2.9,3.8,1.1,1.4,0.4,0.4,0.4,2.1,2.4,-0.1
Indiana Pacers,33.0,15.0,18.0,45.5,4.4,8.2,2.8,7.0,39.2,0.5,1.9,27.0,2.2,2.6,83.9,0.9,2.6,3.5,1.2,1.2,0.6,0.4,0.5,2.1,2.1,-0.8
New York Knicks,45.0,20.0,25.0,44.4,3.6,8.4,2.5,6.0,41.5,0.8,2.0,39.3,2.6,3.1,84.9,0.9,2.4,3.2,1.3,0.9,0.3,0.5,0.4,2.0,2.0,-0.4
Philadelphia 76ers,43.0,18.0,25.0,41.9,4.5,9.2,3.1,7.8,39.7,0.6,2.1,28.1,2.4,3.1,78.8,1.1,2.5,3.6,1.5,1.0,0.7,0.4,0.3,2.8,2.5,-1.0
Washington Wizards,39.0,16.0,23.0,41.0,4.1,8.4,2.8,7.0,40.5,0.4,1.4,29.6,2.3,3.2,71.8,1.3,2.3,3.5,1.4,1.3,0.7,0.2,0.5,2.6,2.4,-1.5
Houston Rockets,52.0,21.0,31.0,40.4,3.9,8.1,2.6,6.6,40.2,0.4,2.0,22.5,2.4,3.1,78.3,1.0,2.4,3.4,1.5,0.9,0.4,0.3,0.4,2.7,2.2,-1.2
New Jersey Nets,52.0,21.0,31.0,40.4,4.4,8.7,2.7,6.6,40.5,0.6,1.9,33.7,2.8,3.7,75.3,0.9,2.8,3.7,1.6,1.1,0.4,0.5,0.3,2.3,2.5,-0.9
Cleveland Cavaliers,38.0,15.0,23.0,39.5,3.5,8.2,2.6,6.0,43.6,0.6,1.8,34.3,2.4,2.9,81.3,1.0,2.4,3.4,1.4,0.8,0.3,0.3,0.3,2.5,2.0,0.6
Detroit Pistons,44.0,17.0,27.0,38.6,4.2,8.5,2.8,6.7,41.0,0.4,1.6,24.6,2.6,3.5,73.1,1.1,2.5,3.6,1.2,0.8,0.5,0.3,0.3,2.4,2.5,-0.3
Toronto Raptors,42.0,15.0,27.0,35.7,3.8,6.8,2.2,5.7,37.9,0.3,1.4,18.6,2.2,2.8,78.2,0.7,1.7,2.4,1.2,0.9,0.5,0.3,0.5,2.4,2.2,-2.2
Sacramento Kings,51.0,17.0,34.0,33.3,4.0,7.3,2.3,6.6,34.4,0.4,1.4,26.8,2.4,3.1,76.9,1.2,2.6,3.7,1.1,1.3,0.5,0.4,0.7,2.7,2.2,-1.9
Minnesota Timberwolves,42.0,8.0,34.0,19.0,3.5,6.7,2.3,6.0,37.9,0.4,1.6,27.3,1.7,2.2,78.0,1.2,1.7,3.0,1.0,1.3,0.5,0.2,0.5,2.8,1.6,-3.3
