TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Los Angeles Clippers,82.0,40.0,42.0,48.1,35.5,78.5,45.2,5.5,16.4,33.9,19.5,26.1,74.8,10.3,29.0,39.3,21.0,13.8,7.1,3.9,5.8,22.3,22.7,96.1,0.5
Orlando Magic,82.0,40.0,42.0,48.2,33.4,75.5,44.2,5.6,15.9,35.3,21.6,28.4,76.0,10.5,27.0,37.6,19.6,15.0,8.3,4.6,5.1,23.4,23.2,94.0,-0.8
New Orleans/Oklahoma City Hornets,82.0,39.0,43.0,48.5,36.6,80.2,45.7,6.8,19.2,35.5,17.0,22.4,75.9,10.4,30.4,40.8,20.8,13.6,6.8,4.8,4.2,21.1,19.8,97.1,1.6
Indiana Pacers,82.0,35.0,47.0,48.2,35.7,78.2,45.7,5.3,14.3,37.2,21.2,28.2,75.3,11.2,30.5,41.6,20.0,15.7,7.9,5.0,5.5,23.7,23.3,98.0,2.4
Philadelphia 76ers,82.0,35.0,47.0,48.5,37.1,80.1,46.3,6.1,17.4,35.3,17.7,23.5,75.4,11.8,29.3,41.1,22.3,15.6,7.4,3.9,4.8,22.0,20.4,98.0,3.0
Charlotte Bobcats,82.0,33.0,49.0,48.8,36.6,78.7,46.5,5.5,15.2,36.3,22.0,29.3,75.0,11.3,31.2,42.6,20.9,15.8,7.4,5.3,4.5,21.8,24.2,100.6,3.7
New York Knicks,82.0,33.0,49.0,48.8,36.8,80.1,46.0,7.0,18.6,37.6,19.7,26.0,75.5,10.8,28.0,38.8,21.3,13.7,7.5,5.0,3.2,22.9,23.6,100.3,2.9
Sacramento Kings,82.0,33.0,49.0,48.3,38.4,81.4,47.2,6.8,18.6,36.5,19.5,25.8,75.7,11.1,32.3,43.4,22.4,16.3,7.0,4.9,3.2,24.3,21.9,103.1,1.8
Minnesota Timberwolves,82.0,32.0,50.0,48.8,37.5,81.6,46.0,6.3,18.1,34.8,18.4,24.2,76.0,11.7,29.7,41.4,21.7,14.2,7.1,4.4,4.0,20.5,21.4,99.7,3.7
Portland Trail Blazers,82.0,32.0,50.0,48.7,36.1,76.7,47.1,5.7,15.8,36.1,20.5,26.3,77.8,10.4,28.6,39.0,20.8,13.7,6.6,4.6,4.6,21.3,23.5,98.4,4.3
Seattle SuperSonics,82.0,31.0,51.0,48.4,38.1,80.1,47.6,6.3,17.5,36.1,19.5,25.9,75.1,11.6,29.4,41.0,22.8,15.0,7.2,4.2,3.7,19.9,22.0,102.0,2.9
Atlanta Hawks,82.0,30.0,52.0,48.5,36.0,77.3,46.6,5.7,15.1,37.6,20.7,28.2,73.4,11.6,28.9,40.5,21.1,15.2,7.3,5.1,5.4,22.6,24.0,98.4,4.8
Milwaukee Bucks,82.0,28.0,54.0,48.4,39.0,81.4,48.0,6.9,18.7,36.8,19.1,25.7,74.2,13.0,30.1,43.0,25.3,15.7,7.5,5.3,2.7,21.0,22.2,104.0,4.4
Boston Celtics,82.0,24.0,58.0,48.4,36.2,77.3,46.8,5.2,14.8,35.4,21.7,29.0,74.7,10.3,30.2,40.5,22.1,15.2,7.4,5.5,4.7,21.4,24.0,99.2,3.4
Memphis Grizzlies,82.0,22.0,60.0,48.7,40.1,82.5,48.6,7.0,18.0,38.9,19.5,25.8,75.9,11.8,30.3,42.0,25.1,15.3,8.3,5.5,5.0,24.3,22.3,106.7,5.1
