TEAM,Games Played,Wins,Losses,Win Percentage,Minutes Played,Points,Field Goals Made,Field Goals Attempted,Field Goal Percentage,3 Point Field Goals Made,3 Point Field Goals Attempted,3 Point Field Goal Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Rebounds,Assists,Turnovers,Steals,Blocks,Blocks Against,Personal Fouls,Personal Fouls Drawn,Plus-Minus
Orlando Magic,36.0,20.0,16.0,55.6,3.9,9.2,2.6,6.2,41.9,1.1,2.6,40.9,3.0,3.9,76.4,0.9,2.8,3.6,1.3,0.9,0.4,0.5,0.5,2.3,2.4,0.7
Detroit Pistons,38.0,21.0,17.0,55.3,3.5,7.7,2.4,5.7,41.3,0.4,1.6,26.2,2.6,3.1,83.1,1.0,1.9,2.9,1.3,0.6,0.4,0.3,0.3,2.0,2.1,0.8
New Jersey Nets,42.0,23.0,19.0,54.8,4.0,9.4,2.9,6.4,45.0,0.8,2.0,38.1,2.9,3.9,73.3,1.1,2.5,3.7,1.7,1.0,0.5,0.4,0.3,2.6,2.6,0.4
Philadelphia 76ers,42.0,23.0,19.0,54.8,3.8,8.0,2.4,5.9,40.7,0.3,1.0,30.2,3.0,4.0,75.3,1.1,2.3,3.4,1.0,0.9,0.7,0.4,0.4,2.1,2.6,1.0
Sacramento Kings,44.0,24.0,20.0,54.5,4.5,10.5,3.1,6.7,47.1,0.6,1.8,35.4,3.6,4.7,76.7,1.0,2.7,3.7,1.5,1.7,0.7,0.3,0.5,2.9,3.2,0.5
Dallas Mavericks,43.0,23.0,20.0,53.5,3.1,7.9,2.3,5.7,41.2,0.6,1.8,32.5,2.7,3.2,83.3,0.9,2.1,3.0,1.2,0.6,0.3,0.3,0.5,2.3,2.1,0.7
Utah Jazz,34.0,18.0,16.0,52.9,3.3,8.8,2.5,5.1,50.0,0.6,1.4,41.3,3.2,3.9,83.2,0.7,2.2,2.9,1.8,1.0,0.4,0.5,0.4,2.5,2.2,-0.1
Washington Wizards,40.0,19.0,21.0,47.5,4.2,10.1,2.7,6.8,40.1,0.8,2.6,32.4,3.8,4.6,83.0,1.3,2.6,3.9,1.2,1.2,0.6,0.4,0.5,3.0,3.0,0.4
Charlotte Bobcats,38.0,18.0,20.0,47.4,4.6,10.0,2.6,6.6,40.2,0.5,1.6,31.7,4.2,5.7,74.5,1.2,2.9,4.2,1.4,1.2,0.8,0.6,0.7,2.9,3.4,-0.1
Atlanta Hawks,45.0,21.0,24.0,46.7,4.0,7.7,2.1,6.0,35.3,0.4,1.5,28.8,3.0,3.9,77.4,1.2,2.0,3.2,1.3,1.1,0.5,0.4,0.5,2.5,2.8,-1.1
Milwaukee Bucks,51.0,23.0,28.0,45.1,3.7,8.6,2.5,5.6,44.8,0.5,1.6,34.6,3.0,3.9,78.3,0.9,2.3,3.1,1.4,1.2,0.4,0.2,0.4,2.6,2.7,-0.4
New York Knicks,42.0,18.0,24.0,42.9,4.2,7.4,2.4,6.9,34.6,0.3,1.4,22.0,2.3,3.1,73.5,1.3,2.8,4.0,0.8,1.2,0.6,0.2,0.5,2.6,2.5,-1.5
Indiana Pacers,45.0,18.0,27.0,40.0,3.1,6.6,1.9,5.4,35.1,0.6,2.1,30.2,2.2,2.7,81.3,0.8,2.0,2.8,1.1,0.8,0.4,0.4,0.3,2.4,1.8,-1.0
Los Angeles Clippers,35.0,14.0,21.0,40.0,3.6,7.7,2.3,5.1,43.9,0.4,1.2,33.3,2.8,3.4,81.7,0.9,2.0,2.9,1.4,1.0,0.4,0.5,0.2,2.2,2.2,-1.4
Chicago Bulls,38.0,15.0,23.0,39.5,3.9,7.5,2.2,6.2,34.6,0.4,1.5,29.8,2.7,3.3,81.9,1.0,2.3,3.3,1.4,1.1,0.6,0.6,0.6,2.5,2.4,-2.0
Toronto Raptors,36.0,14.0,22.0,38.9,4.0,9.3,2.9,6.4,45.9,0.9,2.4,38.4,2.6,3.0,84.4,0.6,2.2,2.8,1.9,0.8,0.5,0.2,0.3,2.7,2.1,-0.7
Memphis Grizzlies,36.0,13.0,23.0,36.1,4.2,9.7,3.2,6.7,47.9,0.7,2.0,35.6,2.6,3.7,69.7,1.0,2.3,3.3,1.2,1.3,0.3,0.3,0.4,3.2,2.8,-0.4
Seattle SuperSonics,37.0,13.0,24.0,35.1,4.0,8.8,2.8,6.3,44.0,0.5,1.2,42.2,2.7,3.4,81.5,0.8,2.8,3.5,1.5,1.1,0.4,0.5,0.3,2.5,2.4,-0.3
Minnesota Timberwolves,40.0,10.0,30.0,25.0,3.4,6.8,2.2,5.4,41.1,0.3,1.2,27.7,2.1,2.7,78.5,1.1,1.8,2.9,1.1,1.0,0.4,0.2,0.4,2.3,1.9,-1.7
Miami Heat,44.0,10.0,34.0,22.7,4.0,7.0,2.1,6.6,31.4,0.6,2.0,30.2,2.3,3.1,74.5,1.1,2.2,3.3,1.1,1.1,0.7,0.5,0.3,2.7,2.1,-2.1
