TEAM,Games Played,Wins,Losses,Minutes Played,Opponent's Field Goals Made,Opponent's Field Goals Attempted,Opponent's Field Goal Percentage,Opponent's 3 Point Field Goals Made,Opponent's 3 Point Field Goals Attempted,Opponent's 3 Point Field Goal Percentage,Opponent's Free Throws Made,Opponent's Free Throws Attempted,Opponent's Free Throw Percentage,Opponent's Offensive Rebounds,Opponent's Defensive Rebounds,Opponent's Rebounds,Opponent's Assists,Opponent's Turnovers,Opponent's Steals,Opponent's Blocks,Opponent's Blocked Field Goal Attempts,Opponent's Personal Fouls,Opponent's Personal Fouls Drawn,Opponent's Points,Plus-Minus
Utah Jazz,82.0,48.0,34.0,48.5,36.8,79.4,46.4,6.5,18.0,36.1,20.8,27.2,76.3,11.1,29.2,40.3,20.0,16.1,8.0,5.2,4.6,24.0,22.3,100.9,-2.6
Atlanta Hawks,82.0,47.0,35.0,48.1,36.6,80.6,45.4,6.4,18.2,35.3,16.9,22.0,76.9,11.6,30.3,41.9,20.8,13.7,6.5,4.3,4.6,20.5,19.6,96.5,-1.6
Phoenix Suns,82.0,46.0,36.0,48.2,40.0,85.7,46.7,7.6,19.9,38.3,19.9,25.7,77.5,12.1,28.7,40.8,21.2,14.2,8.6,4.5,5.1,22.9,20.6,107.5,-1.9
Miami Heat,82.0,43.0,39.0,48.7,35.6,78.2,45.5,7.2,18.5,38.9,19.6,25.4,77.1,10.9,30.9,41.9,20.1,15.2,6.4,4.1,5.5,19.9,20.7,98.0,-0.3
Chicago Bulls,82.0,41.0,41.0,48.6,38.3,83.7,45.8,5.9,17.1,34.7,19.9,25.3,78.6,12.4,30.4,42.8,21.0,14.4,7.6,5.5,5.5,20.8,20.8,102.5,0.3
Philadelphia 76ers,82.0,41.0,41.0,48.2,36.5,79.1,46.2,7.1,19.5,36.7,17.1,21.9,78.2,11.4,27.9,39.3,21.9,15.6,7.0,4.9,5.1,21.8,20.1,97.3,-0.1
Detroit Pistons,82.0,39.0,43.0,48.5,35.1,77.8,45.1,5.3,15.0,35.4,19.3,24.9,77.5,10.5,29.9,40.4,20.1,11.8,5.6,4.2,4.6,19.7,20.9,94.7,0.5
Indiana Pacers,82.0,36.0,46.0,48.4,38.3,83.7,45.8,6.9,18.5,37.5,22.6,29.6,76.4,11.1,33.0,44.1,21.1,14.0,7.7,5.4,5.3,20.6,23.1,106.2,1.1
Charlotte Bobcats,82.0,35.0,47.0,48.6,35.2,77.4,45.4,6.8,18.6,36.6,17.8,23.5,75.6,10.7,28.2,38.9,19.6,14.7,7.6,6.0,4.8,20.9,21.4,94.9,1.3
Milwaukee Bucks,82.0,34.0,48.0,48.2,34.8,76.0,45.8,6.9,18.1,37.8,23.9,30.2,79.1,10.1,30.8,41.0,21.1,16.5,7.5,4.6,3.8,22.5,24.2,100.4,1.1
New Jersey Nets,82.0,34.0,48.0,48.4,36.0,77.9,46.2,7.3,18.7,39.1,21.2,27.8,76.2,10.6,30.8,41.4,21.9,13.5,6.9,4.8,4.8,20.5,22.4,100.5,2.4
Toronto Raptors,82.0,33.0,49.0,48.3,38.7,83.3,46.5,7.7,20.9,36.7,16.8,21.5,78.4,10.9,31.0,41.9,23.0,13.3,6.4,4.7,4.8,20.1,19.4,101.9,2.8
New York Knicks,82.0,32.0,50.0,48.3,41.2,85.9,48.0,7.0,19.8,35.1,18.5,24.4,75.8,11.6,34.5,46.1,21.6,14.5,8.0,5.3,2.5,19.4,20.4,107.8,2.6
Golden State Warriors,82.0,29.0,53.0,48.5,41.5,88.7,46.8,7.1,18.7,38.0,22.3,28.6,77.9,14.2,32.9,47.1,24.1,15.0,7.9,5.0,6.4,23.5,22.5,112.3,3.7
Memphis Grizzlies,82.0,24.0,58.0,48.3,36.8,77.8,47.3,6.5,18.4,35.5,19.2,24.9,77.0,10.3,29.6,39.9,21.2,14.6,7.7,5.4,4.7,21.8,21.7,99.3,5.5
Minnesota Timberwolves,82.0,24.0,58.0,48.3,37.9,80.0,47.4,6.5,17.3,37.7,20.3,26.2,77.8,9.9,31.0,40.9,21.5,12.5,7.4,5.9,3.9,20.0,21.8,102.7,4.9
Oklahoma City Thunder,82.0,23.0,59.0,48.3,39.4,82.9,47.5,6.4,17.5,36.4,17.9,23.5,76.1,10.8,30.4,41.2,21.6,13.9,8.5,5.0,4.5,20.2,20.2,103.1,6.1
Los Angeles Clippers,82.0,19.0,63.0,48.5,39.2,83.0,47.3,6.5,17.5,37.5,18.9,24.8,76.0,11.7,32.4,44.1,23.8,13.3,8.0,5.0,5.9,19.6,20.1,103.9,8.8
Washington Wizards,82.0,19.0,63.0,48.1,38.6,80.1,48.2,8.2,21.2,38.7,18.1,23.9,75.9,11.4,30.4,41.8,24.6,13.9,7.2,5.3,4.5,20.0,20.5,103.5,7.5
Sacramento Kings,82.0,17.0,65.0,48.5,40.0,82.8,48.3,7.1,17.4,40.6,22.2,29.4,75.6,12.4,31.6,44.0,21.9,14.4,8.6,5.2,4.3,21.2,23.3,109.3,8.8
