TEAM,Games Played,Wins,Losses,Win Percentage,Minutes Played,Points,Field Goals Made,Field Goals Attempted,Field Goal Percentage,3 Point Field Goals Made,3 Point Field Goals Attempted,3 Point Field Goal Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Rebounds,Assists,Turnovers,Steals,Blocks,Blocks Against,Personal Fouls,Personal Fouls Drawn,Plus-Minus
Milwaukee Bucks,28.0,13.0,15.0,46.4,3.5,8.2,2.7,6.0,45.5,0.9,2.5,36.2,1.9,2.4,79.1,0.6,2.9,3.5,1.3,1.1,0.5,0.5,0.4,1.4,1.8,-0.1
Minnesota Timberwolves,39.0,18.0,21.0,46.2,3.6,8.2,2.6,6.1,42.9,0.8,2.4,33.0,2.2,2.6,82.4,0.7,2.3,2.9,1.7,1.1,0.4,0.3,0.3,2.2,1.8,-1.6
New Orleans Pelicans,39.0,17.0,22.0,43.6,4.1,9.9,3.0,7.2,42.0,0.8,2.6,30.7,3.0,3.9,76.6,1.1,3.3,4.3,1.6,1.2,0.6,0.4,0.8,2.1,2.6,0.7
Orlando Magic,30.0,13.0,17.0,43.3,3.2,7.4,2.4,5.5,44.0,0.7,2.2,33.8,1.8,2.2,81.5,0.7,2.7,3.4,1.4,1.0,0.5,0.3,0.2,2.1,1.7,-0.4
Cleveland Cavaliers,26.0,11.0,15.0,42.3,4.1,8.5,2.7,6.2,43.8,0.7,2.0,36.5,2.4,3.3,72.4,0.7,2.5,3.2,1.3,1.5,0.7,0.2,0.7,2.2,2.5,-1.0
San Antonio Spurs,38.0,16.0,22.0,42.1,4.4,9.7,3.3,7.3,45.1,0.4,1.9,23.6,2.7,3.2,85.0,0.7,2.8,3.6,1.4,0.9,0.6,0.3,0.5,2.1,2.3,-0.6
Chicago Bulls,35.0,14.0,21.0,40.0,3.6,8.8,2.8,6.3,44.8,0.8,2.7,29.8,2.3,2.9,82.0,0.8,2.7,3.5,1.4,1.2,0.5,0.3,0.2,2.1,2.2,-0.6
Boston Celtics,43.0,17.0,26.0,39.5,3.5,7.8,2.5,5.9,41.6,0.7,2.4,27.2,2.3,3.1,72.9,0.7,2.5,3.2,1.1,0.9,0.6,0.4,0.3,2.3,2.2,-1.3
Houston Rockets,24.0,7.0,17.0,29.2,3.3,7.3,1.9,5.5,35.1,0.7,2.5,28.8,2.7,3.3,83.3,0.9,2.5,3.4,0.8,1.0,0.3,0.5,0.5,2.1,2.2,-1.7
Toronto Raptors,39.0,11.0,28.0,28.2,3.0,6.5,2.1,5.2,39.2,0.8,2.5,32.0,1.6,2.2,73.6,0.5,1.7,2.2,1.3,0.7,0.4,0.4,0.4,2.4,1.5,-1.4
Detroit Pistons,32.0,7.0,25.0,21.9,3.8,8.6,2.7,6.5,41.8,0.7,2.5,27.5,2.5,3.6,68.1,1.2,2.5,3.7,1.4,1.1,0.4,0.2,0.6,2.7,2.3,-1.6
