TEAM,Games Played,Wins,Losses,Win Percentage,Minutes Played,Points,Field Goals Made,Field Goals Attempted,Field Goal Percentage,3 Point Field Goals Made,3 Point Field Goals Attempted,3 Point Field Goal Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Rebounds,Assists,Turnovers,Steals,Blocks,Blocks Against,Personal Fouls,Personal Fouls Drawn,Plus-Minus
New Orleans Pelicans,37.0,17.0,20.0,45.9,4.1,9.8,3.4,6.8,49.8,0.7,2.0,35.6,2.3,3.0,77.3,0.7,2.3,3.1,2.0,1.0,0.6,0.4,0.4,2.2,2.4,1.2
Utah Jazz,52.0,23.0,29.0,44.2,3.8,9.4,2.9,6.6,44.9,1.0,2.9,35.3,2.5,3.2,78.3,1.1,2.8,3.8,1.7,1.1,0.3,0.4,0.5,2.2,2.2,0.4
Orlando Magic,44.0,19.0,25.0,43.2,3.4,8.0,2.5,5.7,44.0,0.6,2.0,27.8,2.4,2.7,88.9,0.8,2.1,2.8,1.2,1.0,0.4,0.2,0.5,2.4,1.8,-0.9
Toronto Raptors,44.0,19.0,25.0,43.2,3.7,7.9,2.6,6.3,41.9,0.6,2.4,26.2,2.0,2.5,79.1,1.0,2.2,3.3,1.6,1.0,0.5,0.5,0.3,2.3,1.9,0.0
Portland Trail Blazers,36.0,15.0,21.0,41.7,4.1,9.1,2.8,6.6,42.4,0.9,2.7,33.0,2.7,3.3,81.5,0.8,2.6,3.4,1.5,1.2,0.4,0.5,0.5,2.3,2.5,-0.9
Houston Rockets,40.0,16.0,24.0,40.0,3.3,6.6,2.0,5.1,38.7,0.5,1.7,28.4,2.2,3.3,67.7,0.9,2.6,3.5,1.0,1.3,0.5,0.4,0.5,1.7,2.1,-0.9
Oklahoma City Thunder,43.0,17.0,26.0,39.5,3.9,8.1,2.8,6.9,40.2,0.6,2.1,27.2,2.0,2.5,80.6,0.9,2.7,3.6,1.3,0.9,0.7,0.2,0.4,2.6,2.0,-0.7
Chicago Bulls,38.0,15.0,23.0,39.5,4.7,10.5,3.5,7.7,45.5,0.7,2.5,26.6,2.8,3.4,82.3,0.7,3.1,3.8,1.7,1.0,0.8,0.6,0.6,2.3,2.3,0.0
San Antonio Spurs,28.0,11.0,17.0,39.3,4.0,8.3,2.7,6.4,42.7,0.6,2.0,29.8,2.3,2.9,80.0,0.7,2.4,3.1,1.5,1.4,0.4,0.4,0.4,2.2,1.8,-1.3
Washington Wizards,41.0,15.0,26.0,36.6,3.6,7.3,2.3,5.6,41.3,0.5,2.1,23.9,2.2,2.8,78.8,0.9,2.3,3.2,0.9,1.0,0.5,0.6,0.3,2.0,1.9,-0.9
Detroit Pistons,37.0,11.0,26.0,29.7,3.9,7.9,2.3,6.1,37.8,1.0,2.8,35.3,2.4,3.1,75.9,0.9,2.3,3.2,1.3,0.8,0.4,0.3,0.5,2.7,1.9,-2.1
